,min,x,y,xG,team,player,result,situation,season,date,match_id,player_assisted,lastAction
20,48,0.88,0.5779999923706055,0.0664077848196029,Wolfsburg,Xaver Schlager,BlockedShot,OpenPlay,2021,2022-04-03 13:30:00,17760,,BallTouch
21,64,0.7380000305175781,0.664000015258789,0.0106112118810415,Wolfsburg,Maximilian Arnold,BlockedShot,OpenPlay,2021,2022-04-03 13:30:00,17760,Renato Steffen,Pass
22,70,0.7730000305175782,0.6509999847412109,0.0219970718026161,Wolfsburg,Max Kruse,SavedShot,OpenPlay,2021,2022-04-03 13:30:00,17760,Jonas Wind,Pass
23,74,0.9130000305175782,0.455,0.0571511052548885,Wolfsburg,Lukas Nmecha,MissedShots,OpenPlay,2021,2022-04-03 13:30:00,17760,Dodi Lukebakio,Aerial
24,78,0.685,0.524000015258789,0.0087043829262256,Wolfsburg,Jonas Wind,MissedShots,OpenPlay,2021,2022-04-03 13:30:00,17760,Max Kruse,Pass
25,79,0.914000015258789,0.4929999923706055,0.0638929009437561,Wolfsburg,Jonas Wind,MissedShots,OpenPlay,2021,2022-04-03 13:30:00,17760,Renato Steffen,Aerial
26,84,0.909000015258789,0.5509999847412109,0.0919169038534164,Wolfsburg,Jonas Wind,SavedShot,OpenPlay,2021,2022-04-03 13:30:00,17760,Lukas Nmecha,BallTouch
27,85,0.755,0.3329999923706054,0.0168708357959985,Wolfsburg,Dodi Lukebakio,MissedShots,OpenPlay,2021,2022-04-03 13:30:00,17760,Lukas Nmecha,Pass
28,87,0.7609999847412109,0.36,0.0135575570166111,Wolfsburg,Bote Baku,BlockedShot,FromCorner,2021,2022-04-03 13:30:00,17760,,Aerial
29,87,0.931999969482422,0.6819999694824219,0.1472845375537872,Wolfsburg,Dodi Lukebakio,SavedShot,FromCorner,2021,2022-04-03 13:30:00,17760,Bote Baku,Chipped
30,88,0.875999984741211,0.5779999923706055,0.0642227381467819,Wolfsburg,Maxence Lacroix,MissedShots,OpenPlay,2021,2022-04-03 13:30:00,17760,,None
0,28,0.91,0.439000015258789,0.0213104933500289,Bayer Leverkusen,Jonathan Tah,MissedShots,FromCorner,2021,2021-10-17 13:30:00,17585,Kerem Demirbay,Aerial
1,42,0.8209999847412109,0.4909999847412109,0.0645398870110511,Bayer Leverkusen,Moussa Diaby,SavedShot,OpenPlay,2021,2021-10-17 13:30:00,17585,Florian Wirtz,Pass
2,44,0.7830000305175782,0.3229999923706054,0.0225851237773895,Bayer Leverkusen,Jeremie Frimpong,SavedShot,OpenPlay,2021,2021-10-17 13:30:00,17585,,TakeOn
3,52,0.9,0.6469999694824219,0.2928254604339599,Bayer Leverkusen,Kerem Demirbay,SavedShot,OpenPlay,2021,2021-10-17 13:30:00,17585,Florian Wirtz,LayOff
4,52,0.855999984741211,0.500999984741211,0.0624792352318763,Bayer Leverkusen,Moussa Diaby,BlockedShot,OpenPlay,2021,2021-10-17 13:30:00,17585,,Rebound
5,54,0.9030000305175782,0.3470000076293945,0.2839330434799194,Bayer Leverkusen,Patrik Schick,Goal,OpenPlay,2021,2021-10-17 13:30:00,17585,Florian Wirtz,Throughball
6,2,0.9569999694824218,0.4679999923706054,0.65092533826828,Bayern Munich,Robert Lewandowski,Goal,SetPiece,2021,2021-10-17 13:30:00,17585,Dayotchanculle Upamecano,Pass
7,11,0.7080000305175781,0.4459999847412109,0.0216211732476949,Bayern Munich,Serge Gnabry,BlockedShot,OpenPlay,2021,2021-10-17 13:30:00,17585,Joshua Kimmich,Pass
8,15,0.7619999694824219,0.4620000076293945,0.0391391888260841,Bayern Munich,Leroy Sané,BlockedShot,OpenPlay,2021,2021-10-17 13:30:00,17585,,Dispossessed
9,16,0.89,0.6430000305175781,0.0957674756646156,Bayern Munich,Leroy Sané,MissedShots,OpenPlay,2021,2021-10-17 13:30:00,17585,Serge Gnabry,Pass
10,18,0.7319999694824219,0.5590000152587891,0.0233057718724012,Bayern Munich,Leroy Sané,ShotOnPost,OpenPlay,2021,2021-10-17 13:30:00,17585,Thomas Müller,Pass
11,20,0.909000015258789,0.7130000305175781,0.0568603351712226,Bayern Munich,Alphonso Davies,SavedShot,OpenPlay,2021,2021-10-17 13:30:00,17585,Thomas Müller,Pass
12,21,0.8490000152587891,0.4370000076293945,0.1017875373363494,Bayern Munich,Leon Goretzka,SavedShot,OpenPlay,2021,2021-10-17 13:30:00,17585,Joshua Kimmich,Pass
13,29,0.911999969482422,0.499000015258789,0.1304609626531601,Bayern Munich,Robert Lewandowski,Goal,OpenPlay,2021,2021-10-17 13:30:00,17585,Alphonso Davies,BallTouch
14,32,0.909000015258789,0.5220000076293946,0.1068606674671173,Bayern Munich,Leon Goretzka,MissedShots,SetPiece,2021,2021-10-17 13:30:00,17585,Leroy Sané,Cross
15,32,0.8419999694824218,0.3270000076293945,0.064508207142353,Bayern Munich,Robert Lewandowski,BlockedShot,OpenPlay,2021,2021-10-17 13:30:00,17585,Leon Goretzka,Pass
16,33,0.895,0.645,0.0697206035256385,Bayern Munich,Niklas Süle,BlockedShot,SetPiece,2021,2021-10-17 13:30:00,17585,Joshua Kimmich,TakeOn
17,33,0.9519999694824218,0.5359999847412109,0.1407223045825958,Bayern Munich,Thomas Müller,Goal,SetPiece,2021,2021-10-17 13:30:00,17585,Niklas Süle,Rebound
18,34,0.9290000152587892,0.5729999923706055,0.4451775550842285,Bayern Munich,Serge Gnabry,Goal,OpenPlay,2021,2021-10-17 13:30:00,17585,Thomas Müller,Cross
19,36,0.916999969482422,0.4170000076293945,0.449446827173233,Bayern Munich,Serge Gnabry,Goal,OpenPlay,2021,2021-10-17 13:30:00,17585,Leon Goretzka,Pass
20,41,0.9159999847412108,0.5829999923706055,0.1268336921930313,Bayern Munich,Leroy Sané,MissedShots,OpenPlay,2021,2021-10-17 13:30:00,17585,Thomas Müller,Chipped
21,47,0.8380000305175781,0.6530000305175782,0.0574556328356266,Bayern Munich,Leroy Sané,SavedShot,OpenPlay,2021,2021-10-17 13:30:00,17585,Robert Lewandowski,Pass
22,59,0.8680000305175781,0.649000015258789,0.0946142226457595,Bayern Munich,Leroy Sané,BlockedShot,OpenPlay,2021,2021-10-17 13:30:00,17585,Joshua Kimmich,Pass
23,62,0.955999984741211,0.4329999923706055,0.0711397975683212,Bayern Munich,Niklas Süle,MissedShots,SetPiece,2021,2021-10-17 13:30:00,17585,Leroy Sané,Aerial
24,66,0.764000015258789,0.54,0.0277345683425664,Bayern Munich,Leroy Sané,MissedShots,OpenPlay,2021,2021-10-17 13:30:00,17585,Serge Gnabry,Pass
25,67,0.7380000305175781,0.55,0.0202947687357664,Bayern Munich,Niklas Süle,BlockedShot,OpenPlay,2021,2021-10-17 13:30:00,17585,Joshua Kimmich,Pass
26,67,0.7780000305175782,0.4409999847412109,0.0425608307123184,Bayern Munich,Niklas Süle,SavedShot,OpenPlay,2021,2021-10-17 13:30:00,17585,Serge Gnabry,Pass
27,73,0.7680000305175781,0.4179999923706055,0.0360833294689655,Bayern Munich,Marcel Sabitzer,SavedShot,OpenPlay,2021,2021-10-17 13:30:00,17585,Joshua Kimmich,Pass
28,74,0.8919999694824219,0.5479999923706055,0.3002305626869201,Bayern Munich,Leroy Sané,MissedShots,OpenPlay,2021,2021-10-17 13:30:00,17585,Marcel Sabitzer,Chipped
29,78,0.8730000305175781,0.3709999847412109,0.1032677963376045,Bayern Munich,Marcel Sabitzer,MissedShots,OpenPlay,2021,2021-10-17 13:30:00,17585,Jamal Musiala,Pass
30,84,0.9390000152587892,0.6780000305175782,0.0870697051286697,Bayern Munich,Kingsley Coman,SavedShot,OpenPlay,2021,2021-10-17 13:30:00,17585,,BallRecovery
31,87,0.7830000305175782,0.5459999847412109,0.0612918958067894,Bayern Munich,Kingsley Coman,BlockedShot,OpenPlay,2021,2021-10-17 13:30:00,17585,Leroy Sané,TakeOn
32,88,0.8619999694824219,0.6680000305175782,0.0340653844177722,Bayern Munich,Joshua Kimmich,MissedShots,SetPiece,2021,2021-10-17 13:30:00,17585,Leroy Sané,Pass
0,3,0.7519999694824219,0.5209999847412109,0.0200478844344615,Bayern Munich,Joshua Kimmich,BlockedShot,OpenPlay,2021,2022-03-05 14:30:00,17740,Thomas Müller,Pass
1,13,0.745,0.3840000152587891,0.0152964517474174,Bayern Munich,Benjamin Pavard,MissedShots,OpenPlay,2021,2022-03-05 14:30:00,17740,,None
2,15,0.9009999847412108,0.4490000152587891,0.0845549553632736,Bayern Munich,Robert Lewandowski,BlockedShot,SetPiece,2021,2022-03-05 14:30:00,17740,Kingsley Coman,HeadPass
3,16,0.874000015258789,0.5720000076293945,0.0606928654015064,Bayern Munich,Thomas Müller,SavedShot,OpenPlay,2021,2022-03-05 14:30:00,17740,Benjamin Pavard,Cross
4,17,0.9130000305175782,0.4209999847412109,0.079056479036808,Bayern Munich,Niklas Süle,Goal,FromCorner,2021,2022-03-05 14:30:00,17740,,BallTouch
5,22,0.8019999694824219,0.455,0.0891355276107788,Bayern Munich,Jamal Musiala,BlockedShot,OpenPlay,2021,2022-03-05 14:30:00,17740,,TakeOn
6,25,0.749000015258789,0.4070000076293945,0.0211516804993152,Bayern Munich,Thomas Müller,MissedShots,SetPiece,2021,2022-03-05 14:30:00,17740,Joshua Kimmich,Pass
7,27,0.894000015258789,0.6930000305175781,0.0833559706807136,Bayern Munich,Serge Gnabry,MissedShots,OpenPlay,2021,2022-03-05 14:30:00,17740,Kingsley Coman,Pass
8,35,0.08,0.51,0.0,Bayern Munich,Thomas Müller,OwnGoal,SetPiece,2021,2022-03-05 14:30:00,17740,,Foul
9,45,0.926999969482422,0.4579999923706054,0.1373562067747116,Bayern Munich,Robert Lewandowski,MissedShots,OpenPlay,2021,2022-03-05 14:30:00,17740,Benjamin Pavard,Cross
10,45,0.9619999694824218,0.6530000305175782,0.0638452246785163,Bayern Munich,Serge Gnabry,MissedShots,OpenPlay,2021,2022-03-05 14:30:00,17740,Robert Lewandowski,None
11,46,0.7609999847412109,0.4590000152587891,0.0268166661262512,Bayern Munich,Jamal Musiala,SavedShot,OpenPlay,2021,2022-03-05 14:30:00,17740,Serge Gnabry,Pass
12,49,0.8380000305175781,0.5359999847412109,0.0714432224631309,Bayern Munich,Robert Lewandowski,SavedShot,OpenPlay,2021,2022-03-05 14:30:00,17740,Thomas Müller,Chipped
13,60,0.8769999694824219,0.5540000152587891,0.0388215407729148,Bayern Munich,Omar Richards,MissedShots,OpenPlay,2021,2022-03-05 14:30:00,17740,Robert Lewandowski,Cross
14,61,0.870999984741211,0.5990000152587891,0.3417050242424011,Bayern Munich,Marcel Sabitzer,SavedShot,OpenPlay,2021,2022-03-05 14:30:00,17740,Jamal Musiala,Throughball
15,69,0.9180000305175782,0.494000015258789,0.0989230051636695,Bayern Munich,Niklas Süle,MissedShots,FromCorner,2021,2022-03-05 14:30:00,17740,Joshua Kimmich,Cross
16,78,0.7780000305175782,0.529000015258789,0.0326304025948047,Bayern Munich,Robert Lewandowski,BlockedShot,OpenPlay,2021,2022-03-05 14:30:00,17740,Joshua Kimmich,Pass
17,78,0.925,0.585,0.2487365454435348,Bayern Munich,Robert Lewandowski,MissedShots,OpenPlay,2021,2022-03-05 14:30:00,17740,Marcel Sabitzer,Chipped
18,85,0.8859999847412109,0.524000015258789,0.0851727351546287,Bayern Munich,Robert Lewandowski,BlockedShot,OpenPlay,2021,2022-03-05 14:30:00,17740,Marcel Sabitzer,HeadPass
19,85,0.845,0.495,0.0671542137861251,Bayern Munich,Bouna Sarr,BlockedShot,OpenPlay,2021,2022-03-05 14:30:00,17740,,None
20,7,0.8959999847412109,0.665,0.0666793659329414,Bayer Leverkusen,Amine Adli,MissedShots,OpenPlay,2021,2022-03-05 14:30:00,17740,,BallRecovery
21,41,0.9159999847412108,0.2870000076293945,0.3038583099842071,Bayer Leverkusen,Amine Adli,ShotOnPost,OpenPlay,2021,2022-03-05 14:30:00,17740,,BallRecovery
22,42,0.904000015258789,0.3829999923706054,0.3585318624973297,Bayer Leverkusen,Amine Adli,MissedShots,OpenPlay,2021,2022-03-05 14:30:00,17740,Kerem Demirbay,Pass
23,44,0.8919999694824219,0.4670000076293945,0.4133546054363251,Bayer Leverkusen,Charles Aránguiz,SavedShot,OpenPlay,2021,2022-03-05 14:30:00,17740,Jeremie Frimpong,Pass
24,44,0.8859999847412109,0.47,0.1275043487548828,Bayer Leverkusen,Amine Adli,BlockedShot,OpenPlay,2021,2022-03-05 14:30:00,17740,Charles Aránguiz,LayOff
25,45,0.911999969482422,0.57,0.091253824532032,Bayer Leverkusen,Amine Adli,BlockedShot,OpenPlay,2021,2022-03-05 14:30:00,17740,,None
26,55,0.9690000152587892,0.6170000076293946,0.4525986015796661,Bayer Leverkusen,Florian Wirtz,MissedShots,OpenPlay,2021,2022-03-05 14:30:00,17740,Amine Adli,Pass
27,56,0.745,0.580999984741211,0.0161034036427736,Bayer Leverkusen,Kerem Demirbay,BlockedShot,OpenPlay,2021,2022-03-05 14:30:00,17740,,None
28,86,0.931999969482422,0.3670000076293945,0.4341856837272644,Bayer Leverkusen,Jeremie Frimpong,SavedShot,OpenPlay,2021,2022-03-05 14:30:00,17740,Moussa Diaby,Pass
0,2,0.916999969482422,0.6079999923706054,0.0415944270789623,Bayer Leverkusen,Amine Adli,Goal,OpenPlay,2021,2021-11-20 14:30:00,17622,Jeremie Frimpong,Cross
1,10,0.715,0.504000015258789,0.014010083861649,Bayer Leverkusen,Nadiem Amiri,BlockedShot,FromCorner,2021,2021-11-20 14:30:00,17622,,None
2,15,0.9290000152587892,0.5259999847412109,0.4549196660518646,Bayer Leverkusen,Florian Wirtz,MissedShots,OpenPlay,2021,2021-11-20 14:30:00,17622,Robert Andrich,Throughball
3,22,0.769000015258789,0.644000015258789,0.0250704884529113,Bayer Leverkusen,Robert Andrich,BlockedShot,OpenPlay,2021,2021-11-20 14:30:00,17622,Florian Wirtz,Pass
4,38,0.9540000152587892,0.645,0.0973496288061142,Bayer Leverkusen,Florian Wirtz,MissedShots,OpenPlay,2021,2021-11-20 14:30:00,17622,Daley Sinkgraven,Pass
5,41,0.9030000305175782,0.6580000305175782,0.2939012348651886,Bayer Leverkusen,Daley Sinkgraven,SavedShot,OpenPlay,2021,2021-11-20 14:30:00,17622,Florian Wirtz,Pass
6,56,0.8490000152587891,0.3920000076293945,0.1196828857064247,Bayer Leverkusen,Florian Wirtz,MissedShots,OpenPlay,2021,2021-11-20 14:30:00,17622,,None
7,77,0.875,0.4929999923706055,0.3441969454288482,Bayer Leverkusen,Paulinho,SavedShot,OpenPlay,2021,2021-11-20 14:30:00,17622,Moussa Diaby,Pass
8,80,0.926999969482422,0.3340000152587891,0.0920873507857322,Bayer Leverkusen,Moussa Diaby,SavedShot,OpenPlay,2021,2021-11-20 14:30:00,17622,Florian Wirtz,Pass
9,82,0.8809999847412109,0.3320000076293945,0.0846857577562332,Bayer Leverkusen,Amine Adli,SavedShot,OpenPlay,2021,2021-11-20 14:30:00,17622,Jonathan Tah,Pass
10,91,0.735999984741211,0.479000015258789,0.0588688440620899,Bayer Leverkusen,Florian Wirtz,MissedShots,DirectFreekick,2021,2021-11-20 14:30:00,17622,,Standard
11,1,0.6880000305175781,0.649000015258789,0.0119820572435855,Bochum,Elvis Rexhbecaj,ShotOnPost,OpenPlay,2021,2021-11-20 14:30:00,17622,Takuma Asano,Pass
12,7,0.6840000152587891,0.5209999847412109,0.0349004305899143,Bochum,Eduard Löwen,SavedShot,DirectFreekick,2021,2021-11-20 14:30:00,17622,,Standard
13,14,0.915,0.5870000076293945,0.0501755028963089,Bochum,Anthony Losilla,BlockedShot,FromCorner,2021,2021-11-20 14:30:00,17622,Eduard Löwen,Cross
14,14,0.87,0.5740000152587891,0.0123415673151612,Bochum,Christopher Antwi-Adjei,MissedShots,FromCorner,2021,2021-11-20 14:30:00,17622,Eduard Löwen,Aerial
15,17,0.7230000305175781,0.6179999923706054,0.0163713973015546,Bochum,Eduard Löwen,MissedShots,OpenPlay,2021,2021-11-20 14:30:00,17622,Christopher Antwi-Adjei,Pass
16,23,0.7430000305175781,0.545,0.0182358231395483,Bochum,Konstantinos Stafylidis,MissedShots,OpenPlay,2021,2021-11-20 14:30:00,17622,,BallRecovery
17,25,0.855,0.5029999923706054,0.1228498592972755,Bochum,Takuma Asano,BlockedShot,OpenPlay,2021,2021-11-20 14:30:00,17622,Sebastian Polter,Pass
18,30,0.6969999694824218,0.7030000305175781,0.0305476356297731,Bochum,Eduard Löwen,SavedShot,DirectFreekick,2021,2021-11-20 14:30:00,17622,,Standard
19,37,0.8569999694824219,0.379000015258789,0.053185399621725,Bochum,Takuma Asano,MissedShots,OpenPlay,2021,2021-11-20 14:30:00,17622,,None
20,45,0.904000015258789,0.3240000152587891,0.0572790540754795,Bochum,Elvis Rexhbecaj,SavedShot,OpenPlay,2021,2021-11-20 14:30:00,17622,Takuma Asano,Pass
21,48,0.8680000305175781,0.4879999923706055,0.0355937480926513,Bochum,Sebastian Polter,MissedShots,OpenPlay,2021,2021-11-20 14:30:00,17622,Takuma Asano,Cross
22,48,0.7959999847412109,0.5670000076293945,0.0326870493590831,Bochum,Christopher Antwi-Adjei,MissedShots,OpenPlay,2021,2021-11-20 14:30:00,17622,Eduard Löwen,Pass
23,58,0.85,0.6759999847412109,0.047116570174694,Bochum,Christopher Antwi-Adjei,SavedShot,OpenPlay,2021,2021-11-20 14:30:00,17622,Vasilios Lampropoulos,Pass
24,60,0.7430000305175781,0.5690000152587891,0.0168562084436416,Bochum,Eduard Löwen,SavedShot,OpenPlay,2021,2021-11-20 14:30:00,17622,Konstantinos Stafylidis,Chipped
25,61,0.7780000305175782,0.2660000038146972,0.0181576907634735,Bochum,Takuma Asano,SavedShot,OpenPlay,2021,2021-11-20 14:30:00,17622,Anthony Losilla,Pass
26,63,0.865999984741211,0.3459999847412109,0.0190137177705764,Bochum,Elvis Rexhbecaj,BlockedShot,OpenPlay,2021,2021-11-20 14:30:00,17622,,Aerial
27,66,0.8590000152587891,0.610999984741211,0.0591680742800235,Bochum,Takuma Asano,SavedShot,OpenPlay,2021,2021-11-20 14:30:00,17622,Elvis Rexhbecaj,Chipped
28,66,0.8880000305175781,0.485,0.016812827438116,Bochum,Erhan Masovic,MissedShots,FromCorner,2021,2021-11-20 14:30:00,17622,Eduard Löwen,Aerial
29,70,0.6990000152587891,0.6,0.014480572193861,Bochum,Anthony Losilla,BlockedShot,OpenPlay,2021,2021-11-20 14:30:00,17622,Danilo Soares,Pass
30,83,0.7709999847412109,0.3859999847412109,0.0223500523716211,Bochum,Herbert Bockhorn,MissedShots,OpenPlay,2021,2021-11-20 14:30:00,17622,,None
31,87,0.755,0.6079999923706054,0.0185919757932424,Bochum,Danilo Soares,BlockedShot,OpenPlay,2021,2021-11-20 14:30:00,17622,,None
0,4,0.921999969482422,0.3770000076293945,0.1027813628315925,Bochum,Anthony Losilla,MissedShots,OpenPlay,2021,2022-04-10 13:30:00,17769,Milos Pantovic,Pass
1,8,0.9290000152587892,0.5420000076293945,0.0998888686299324,Bochum,Takuma Asano,BlockedShot,OpenPlay,2021,2022-04-10 13:30:00,17769,,None
2,41,0.7869999694824219,0.6869999694824219,0.0239647664129734,Bochum,Danilo Soares,BlockedShot,OpenPlay,2021,2022-04-10 13:30:00,17769,Sebastian Polter,Pass
3,46,0.9309999847412108,0.4359999847412109,0.4160611927509308,Bochum,Sebastian Polter,SavedShot,OpenPlay,2021,2022-04-10 13:30:00,17769,Danilo Soares,Aerial
4,46,0.8590000152587891,0.3340000152587891,0.0301348119974136,Bochum,Takuma Asano,MissedShots,OpenPlay,2021,2022-04-10 13:30:00,17769,Milos Pantovic,HeadPass
5,56,0.740999984741211,0.43,0.0201171040534973,Bochum,Konstantinos Stafylidis,BlockedShot,OpenPlay,2021,2022-04-10 13:30:00,17769,Danilo Soares,Pass
6,57,0.931999969482422,0.610999984741211,0.0284617599099874,Bochum,Milos Pantovic,MissedShots,OpenPlay,2021,2022-04-10 13:30:00,17769,Cristian Gamboa,Aerial
7,70,0.8780000305175781,0.6630000305175782,0.1135432496666908,Bochum,Sebastian Polter,MissedShots,OpenPlay,2021,2022-04-10 13:30:00,17769,Takuma Asano,Throughball
8,74,0.975,0.644000015258789,0.0771247446537017,Bochum,Eduard Löwen,MissedShots,OpenPlay,2021,2022-04-10 13:30:00,17769,Danilo Soares,Pass
9,77,0.8069999694824219,0.47,0.018961040303111,Bochum,Eduard Löwen,MissedShots,OpenPlay,2021,2022-04-10 13:30:00,17769,,Aerial
10,85,0.870999984741211,0.5729999923706055,0.0284513924270868,Bochum,Danny Blum,SavedShot,OpenPlay,2021,2022-04-10 13:30:00,17769,Cristian Gamboa,Cross
11,91,0.953000030517578,0.5990000152587891,0.0923159644007682,Bochum,Simon Zoller,MissedShots,OpenPlay,2021,2022-04-10 13:30:00,17769,Danny Blum,Cross
12,3,0.919000015258789,0.519000015258789,0.1367088556289672,Bayer Leverkusen,Patrik Schick,SavedShot,OpenPlay,2021,2022-04-10 13:30:00,17769,Paulinho,Pass
13,16,0.850999984741211,0.5879999923706055,0.0635460019111633,Bayer Leverkusen,Paulinho,BlockedShot,OpenPlay,2021,2022-04-10 13:30:00,17769,,None
14,22,0.926999969482422,0.3829999923706054,0.0169399995356798,Bayer Leverkusen,Patrik Schick,MissedShots,OpenPlay,2021,2022-04-10 13:30:00,17769,Charles Aránguiz,Aerial
15,35,0.9059999847412108,0.6120000076293945,0.1049201339483261,Bayer Leverkusen,Kerem Demirbay,SavedShot,OpenPlay,2021,2022-04-10 13:30:00,17769,Paulinho,Pass
16,44,0.7380000305175781,0.509000015258789,0.0197414364665746,Bayer Leverkusen,Charles Aránguiz,MissedShots,OpenPlay,2021,2022-04-10 13:30:00,17769,,Dispossessed
17,60,0.931999969482422,0.5620000076293945,0.0556331016123294,Bayer Leverkusen,Odilon Kossounou,BlockedShot,FromCorner,2021,2022-04-10 13:30:00,17769,Kerem Demirbay,Cross
18,64,0.885,0.5,0.75777667760849,Bayer Leverkusen,Moussa Diaby,MissedShots,Penalty,2021,2022-04-10 13:30:00,17769,,Standard
19,77,0.7430000305175781,0.5,0.0171349365264177,Bayer Leverkusen,Exequiel Palacios,MissedShots,OpenPlay,2021,2022-04-10 13:30:00,17769,,None
20,79,0.795,0.7530000305175781,0.0206353049725294,Bayer Leverkusen,Lucas Alario,MissedShots,OpenPlay,2021,2022-04-10 13:30:00,17769,Robert Andrich,Pass
21,86,0.795,0.6790000152587891,0.0262410230934619,Bayer Leverkusen,Robert Andrich,BlockedShot,OpenPlay,2021,2022-04-10 13:30:00,17769,Exequiel Palacios,Pass
0,2,0.6730000305175782,0.6409999847412109,0.0101431803777813,Bayer Leverkusen,Moussa Diaby,MissedShots,OpenPlay,2021,2021-09-11 13:30:00,17547,Florian Wirtz,BallRecovery
1,8,0.8590000152587891,0.445,0.0939006358385086,Bayer Leverkusen,Florian Wirtz,Goal,OpenPlay,2021,2021-09-11 13:30:00,17547,Paulinho,Pass
2,21,0.705,0.3909999847412109,0.0388066284358501,Bayer Leverkusen,Patrik Schick,MissedShots,DirectFreekick,2021,2021-09-11 13:30:00,17547,,Standard
3,30,0.7019999694824218,0.3729999923706055,0.0186148881912231,Bayer Leverkusen,Robert Andrich,MissedShots,OpenPlay,2021,2021-09-11 13:30:00,17547,,TakeOn
4,45,0.865999984741211,0.6480000305175782,0.0843679383397102,Bayer Leverkusen,Patrik Schick,Goal,OpenPlay,2021,2021-09-11 13:30:00,17547,Florian Wirtz,Pass
5,54,0.7909999847412109,0.3709999847412109,0.0219106823205947,Bayer Leverkusen,Moussa Diaby,Goal,FromCorner,2021,2021-09-11 13:30:00,17547,,None
6,60,0.73,0.2979999923706055,0.0224248599261045,Bayer Leverkusen,Patrik Schick,BlockedShot,OpenPlay,2021,2021-09-11 13:30:00,17547,Florian Wirtz,Pass
7,68,0.725999984741211,0.479000015258789,0.0527373999357223,Bayer Leverkusen,Kerem Demirbay,SavedShot,DirectFreekick,2021,2021-09-11 13:30:00,17547,,Standard
8,79,0.8730000305175781,0.6419999694824219,0.0584699288010597,Bayer Leverkusen,Lucas Alario,SavedShot,OpenPlay,2021,2021-09-11 13:30:00,17547,Moussa Diaby,Pass
9,79,0.850999984741211,0.2760000038146972,0.0286191627383232,Bayer Leverkusen,Karim Bellarabi,BlockedShot,OpenPlay,2021,2021-09-11 13:30:00,17547,Amine Adli,Pass
10,80,0.9669999694824218,0.364000015258789,0.0410705879330635,Bayer Leverkusen,Karim Bellarabi,MissedShots,FromCorner,2021,2021-09-11 13:30:00,17547,Florian Wirtz,Cross
11,3,0.901999969482422,0.4490000152587891,0.0873375162482261,Borussia Dortmund,Manuel Akanji,MissedShots,SetPiece,2021,2021-09-11 13:30:00,17547,Raphael Guerreiro,Cross
12,10,0.8690000152587891,0.4279999923706055,0.3524631559848785,Borussia Dortmund,Julian Brandt,MissedShots,OpenPlay,2021,2021-09-11 13:30:00,17547,Erling Haaland,Pass
13,16,0.845999984741211,0.4159999847412109,0.0552262961864471,Borussia Dortmund,Marco Reus,BlockedShot,OpenPlay,2021,2021-09-11 13:30:00,17547,,None
14,17,0.7580000305175781,0.3729999923706055,0.020574802532792,Borussia Dortmund,Axel Witsel,MissedShots,OpenPlay,2021,2021-09-11 13:30:00,17547,,Rebound
15,24,0.8640000152587891,0.5570000076293945,0.0850246101617813,Borussia Dortmund,Erling Haaland,SavedShot,OpenPlay,2021,2021-09-11 13:30:00,17547,Marco Reus,Pass
16,36,0.925,0.4879999923706055,0.3376772999763489,Borussia Dortmund,Erling Haaland,Goal,OpenPlay,2021,2021-09-11 13:30:00,17547,Thomas Meunier,Cross
17,46,0.9180000305175782,0.675,0.0633702278137207,Borussia Dortmund,Raphael Guerreiro,MissedShots,OpenPlay,2021,2021-09-11 13:30:00,17547,Julian Brandt,Pass
18,48,0.933000030517578,0.35,0.3078726232051849,Borussia Dortmund,Julian Brandt,Goal,OpenPlay,2021,2021-09-11 13:30:00,17547,Erling Haaland,Pass
19,52,0.785,0.6329999923706054,0.0236598215997219,Borussia Dortmund,Mahmoud Dahoud,MissedShots,OpenPlay,2021,2021-09-11 13:30:00,17547,Marco Reus,Pass
20,61,0.7469999694824219,0.4609999847412109,0.0195588003844022,Borussia Dortmund,Mahmoud Dahoud,MissedShots,OpenPlay,2021,2021-09-11 13:30:00,17547,Julian Brandt,Pass
21,63,0.8619999694824219,0.6559999847412109,0.0490703023970127,Borussia Dortmund,Erling Haaland,BlockedShot,OpenPlay,2021,2021-09-11 13:30:00,17547,Mahmoud Dahoud,BallTouch
22,70,0.7630000305175781,0.3189999961853027,0.0556036755442619,Borussia Dortmund,Raphael Guerreiro,Goal,DirectFreekick,2021,2021-09-11 13:30:00,17547,,Standard
23,76,0.885,0.5,0.75777667760849,Borussia Dortmund,Erling Haaland,Goal,Penalty,2021,2021-09-11 13:30:00,17547,,Standard
24,91,0.8590000152587891,0.3559999847412109,0.0781246870756149,Borussia Dortmund,Marius Wolf,SavedShot,OpenPlay,2021,2021-09-11 13:30:00,17547,Marco Reus,Pass
0,9,0.0640000009536743,0.4979999923706055,0.0,Borussia Dortmund,Manuel Akanji,OwnGoal,OpenPlay,2021,2022-02-06 14:30:00,17703,,Save
1,40,0.7469999694824219,0.7609999847412109,0.0075147575698792,Borussia Dortmund,Jude Bellingham,SavedShot,OpenPlay,2021,2022-02-06 14:30:00,17703,,None
2,49,0.6959999847412109,0.3959999847412109,0.009437627159059,Borussia Dortmund,Julian Brandt,SavedShot,OpenPlay,2021,2022-02-06 14:30:00,17703,Donyell Malen,Pass
3,56,0.8519999694824218,0.720999984741211,0.033651877194643,Borussia Dortmund,Donyell Malen,SavedShot,OpenPlay,2021,2022-02-06 14:30:00,17703,Julian Brandt,Pass
