,min,x,y,xG,team,player,result,situation,season,date,match_id,player_assisted,lastAction
0,1,0.8430000305175781,0.2860000038146972,0.0304851997643709,Augsburg,Andi Zeqiri,BlockedShot,OpenPlay,2021,2021-10-17 15:30:00,17580,,None
1,1,0.8130000305175781,0.4479999923706054,0.0372618846595287,Augsburg,Daniel Caligiuri,MissedShots,FromCorner,2021,2021-10-17 15:30:00,17580,,None
2,7,0.945,0.3979999923706054,0.0548703409731388,Augsburg,Tobias Strobl,SavedShot,FromCorner,2021,2021-10-17 15:30:00,17580,Daniel Caligiuri,Cross
3,7,0.825999984741211,0.3509999847412109,0.0426882058382034,Augsburg,Arne Maier,BlockedShot,FromCorner,2021,2021-10-17 15:30:00,17580,,Rebound
4,16,0.799000015258789,0.3309999847412109,0.0451198294758796,Augsburg,Ruben Vargas,MissedShots,OpenPlay,2021,2021-10-17 15:30:00,17580,Mads Pedersen,Pass
5,17,0.86,0.2860000038146972,0.0372595824301242,Augsburg,Daniel Caligiuri,SavedShot,OpenPlay,2021,2021-10-17 15:30:00,17580,Andi Zeqiri,Pass
6,18,0.92,0.4640000152587891,0.3135836124420166,Augsburg,Reece Oxford,Goal,FromCorner,2021,2021-10-17 15:30:00,17580,Daniel Caligiuri,Cross
7,26,0.825,0.504000015258789,0.0250565093010664,Augsburg,André Hahn,SavedShot,SetPiece,2021,2021-10-17 15:30:00,17580,Mads Pedersen,Chipped
8,36,0.825,0.2829999923706054,0.0542582236230373,Augsburg,Andi Zeqiri,BlockedShot,OpenPlay,2021,2021-10-17 15:30:00,17580,Arne Maier,Pass
9,54,0.750999984741211,0.6179999923706054,0.0252536591142416,Augsburg,Mads Pedersen,MissedShots,OpenPlay,2021,2021-10-17 15:30:00,17580,,None
10,67,0.8980000305175782,0.649000015258789,0.0984806939959526,Augsburg,Arne Maier,SavedShot,OpenPlay,2021,2021-10-17 15:30:00,17580,Daniel Caligiuri,Pass
11,80,0.909000015258789,0.2979999923706055,0.0374750308692455,Augsburg,André Hahn,MissedShots,FromCorner,2021,2021-10-17 15:30:00,17580,,None
12,84,0.750999984741211,0.585999984741211,0.0644353628158569,Augsburg,Daniel Caligiuri,SavedShot,DirectFreekick,2021,2021-10-17 15:30:00,17580,,Standard
13,85,0.953000030517578,0.575,0.0493702813982963,Augsburg,Robert Gumny,MissedShots,FromCorner,2021,2021-10-17 15:30:00,17580,Arne Maier,Aerial
14,15,0.6669999694824219,0.6909999847412109,0.0143599268049001,Arminia Bielefeld,Robin Hack,MissedShots,SetPiece,2021,2021-10-17 15:30:00,17580,Jacob Laursen,Pass
15,39,0.755,0.495,0.0220065135508775,Arminia Bielefeld,Manuel Prietl,MissedShots,OpenPlay,2021,2021-10-17 15:30:00,17580,,None
16,44,0.7340000152587891,0.3629999923706055,0.0181564204394817,Arminia Bielefeld,Cédric Brunner,BlockedShot,OpenPlay,2021,2021-10-17 15:30:00,17580,Fabian Kunze,Pass
17,44,0.725999984741211,0.6659999847412109,0.0155072240158915,Arminia Bielefeld,Manuel Prietl,MissedShots,OpenPlay,2021,2021-10-17 15:30:00,17580,Fabian Kunze,Pass
18,50,0.705,0.5829999923706055,0.0402837358415126,Arminia Bielefeld,Robin Hack,MissedShots,DirectFreekick,2021,2021-10-17 15:30:00,17580,,Standard
19,58,0.850999984741211,0.3039999961853027,0.0396728552877903,Arminia Bielefeld,Robin Hack,BlockedShot,OpenPlay,2021,2021-10-17 15:30:00,17580,Alessandro Schöpf,Pass
20,58,0.9540000152587892,0.38,0.0157802104949951,Arminia Bielefeld,Janni Serra,MissedShots,FromCorner,2021,2021-10-17 15:30:00,17580,,Aerial
21,76,0.7969999694824219,0.5609999847412109,0.0378000922501087,Arminia Bielefeld,Jacob Laursen,Goal,OpenPlay,2021,2021-10-17 15:30:00,17580,,None
22,86,0.8030000305175782,0.4120000076293945,0.0406654104590415,Arminia Bielefeld,Fabian Kunze,MissedShots,OpenPlay,2021,2021-10-17 15:30:00,17580,,None
23,91,0.9109999847412108,0.5640000152587891,0.0416323356330394,Arminia Bielefeld,Fabian Klos,SavedShot,OpenPlay,2021,2021-10-17 15:30:00,17580,Alessandro Schöpf,Aerial
0,17,0.8780000305175781,0.3459999847412109,0.0727885216474533,Arminia Bielefeld,Fabian Klos,SavedShot,OpenPlay,2021,2022-03-04 19:30:00,17734,Patrick Wimmer,Pass
1,38,0.7119999694824218,0.4759999847412109,0.0111849196255207,Arminia Bielefeld,Fabian Kunze,MissedShots,OpenPlay,2021,2022-03-04 19:30:00,17734,,None
2,47,0.7930000305175782,0.6309999847412109,0.0295568984001874,Arminia Bielefeld,Patrick Wimmer,MissedShots,OpenPlay,2021,2022-03-04 19:30:00,17734,Masaya Okugawa,Pass
3,47,0.7480000305175781,0.4,0.0159716214984655,Arminia Bielefeld,Patrick Wimmer,BlockedShot,OpenPlay,2021,2022-03-04 19:30:00,17734,,None
4,62,0.6969999694824218,0.3959999847412109,0.0142480796203017,Arminia Bielefeld,Cédric Brunner,MissedShots,OpenPlay,2021,2022-03-04 19:30:00,17734,Fabian Kunze,Pass
5,7,0.8769999694824219,0.7559999847412109,0.0276604313403368,Augsburg,Ruben Vargas,BlockedShot,OpenPlay,2021,2022-03-04 19:30:00,17734,Jeffrey Gouweleeuw,Chipped
6,34,0.9080000305175782,0.539000015258789,0.1019556820392608,Augsburg,Michael Gregoritsch,MissedShots,OpenPlay,2021,2022-03-04 19:30:00,17734,Iago,Cross
7,45,0.965999984741211,0.585,0.0547501035034656,Augsburg,Michael Gregoritsch,MissedShots,OpenPlay,2021,2022-03-04 19:30:00,17734,,None
8,46,0.7380000305175781,0.5579999923706055,0.0110419169068336,Augsburg,Daniel Caligiuri,MissedShots,OpenPlay,2021,2022-03-04 19:30:00,17734,,Aerial
9,49,0.865999984741211,0.415,0.0582856312394142,Augsburg,Daniel Caligiuri,Goal,OpenPlay,2021,2022-03-04 19:30:00,17734,Iago,Cross
10,58,0.8919999694824219,0.6980000305175781,0.0410366430878639,Augsburg,Ruben Vargas,MissedShots,SetPiece,2021,2022-03-04 19:30:00,17734,,None
11,79,0.674000015258789,0.544000015258789,0.0136759215965867,Augsburg,Carlos Gruezo,MissedShots,OpenPlay,2021,2022-03-04 19:30:00,17734,,BallRecovery
0,8,0.8580000305175781,0.5640000152587891,0.0924836322665214,Arminia Bielefeld,Patrick Wimmer,BlockedShot,OpenPlay,2021,2021-10-03 17:30:00,17571,Alessandro Schöpf,Pass
1,8,0.7969999694824219,0.3709999847412109,0.0330720990896225,Arminia Bielefeld,Fabian Klos,BlockedShot,OpenPlay,2021,2021-10-03 17:30:00,17571,Patrick Wimmer,Pass
2,15,0.899000015258789,0.639000015258789,0.0172069333493709,Arminia Bielefeld,Masaya Okugawa,MissedShots,OpenPlay,2021,2021-10-03 17:30:00,17571,Cédric Brunner,Cross
3,17,0.7069999694824218,0.2520000076293945,0.013239680789411,Arminia Bielefeld,Patrick Wimmer,BlockedShot,OpenPlay,2021,2021-10-03 17:30:00,17571,Masaya Okugawa,Pass
4,22,0.8430000305175781,0.3029999923706055,0.0333409942686557,Arminia Bielefeld,Alessandro Schöpf,MissedShots,OpenPlay,2021,2021-10-03 17:30:00,17571,Robin Hack,BallTouch
5,29,0.7169999694824218,0.3220000076293945,0.0096161412075161,Arminia Bielefeld,Patrick Wimmer,MissedShots,OpenPlay,2021,2021-10-03 17:30:00,17571,Masaya Okugawa,Pass
6,29,0.865,0.5229999923706055,0.069288246333599,Arminia Bielefeld,Alessandro Schöpf,SavedShot,OpenPlay,2021,2021-10-03 17:30:00,17571,Patrick Wimmer,Rebound
7,30,0.8040000152587891,0.639000015258789,0.0420144349336624,Arminia Bielefeld,Manuel Prietl,BlockedShot,OpenPlay,2021,2021-10-03 17:30:00,17571,Patrick Wimmer,TakeOn
8,31,0.879000015258789,0.5420000076293945,0.0139437625184655,Arminia Bielefeld,Fabian Klos,MissedShots,FromCorner,2021,2021-10-03 17:30:00,17571,Cédric Brunner,Aerial
9,68,0.9540000152587892,0.4170000076293945,0.1240315437316894,Arminia Bielefeld,Fabian Klos,SavedShot,OpenPlay,2021,2021-10-03 17:30:00,17571,Florian Krüger,Cross
10,3,0.919000015258789,0.56,0.331654816865921,Bayer Leverkusen,Patrik Schick,MissedShots,OpenPlay,2021,2021-10-03 17:30:00,17571,Florian Wirtz,Chipped
11,17,0.906999969482422,0.5579999923706055,0.4346503317356109,Bayer Leverkusen,Moussa Diaby,Goal,OpenPlay,2021,2021-10-03 17:30:00,17571,,BallTouch
12,23,0.905,0.43,0.4151589572429657,Bayer Leverkusen,Patrik Schick,Goal,OpenPlay,2021,2021-10-03 17:30:00,17571,Florian Wirtz,Pass
13,25,0.7759999847412109,0.6819999694824219,0.0201186034828424,Bayer Leverkusen,Florian Wirtz,BlockedShot,OpenPlay,2021,2021-10-03 17:30:00,17571,Patrik Schick,Pass
14,29,0.7909999847412109,0.6840000152587891,0.0392985753715038,Bayer Leverkusen,Patrik Schick,SavedShot,OpenPlay,2021,2021-10-03 17:30:00,17571,Florian Wirtz,Pass
15,32,0.92,0.4659999847412109,0.1481190472841262,Bayer Leverkusen,Moussa Diaby,MissedShots,OpenPlay,2021,2021-10-03 17:30:00,17571,Jeremie Frimpong,Pass
16,41,0.8640000152587891,0.7019999694824218,0.0525876060128212,Bayer Leverkusen,Amine Adli,BlockedShot,OpenPlay,2021,2021-10-03 17:30:00,17571,Patrik Schick,Pass
17,46,0.840999984741211,0.4629999923706054,0.0829725041985511,Bayer Leverkusen,Florian Wirtz,MissedShots,OpenPlay,2021,2021-10-03 17:30:00,17571,Odilon Kossounou,Pass
18,47,0.8809999847412109,0.3829999923706054,0.0858189240097999,Bayer Leverkusen,Florian Wirtz,BlockedShot,OpenPlay,2021,2021-10-03 17:30:00,17571,,None
19,56,0.9359999847412108,0.455,0.1403028070926666,Bayer Leverkusen,Patrik Schick,Goal,OpenPlay,2021,2021-10-03 17:30:00,17571,Jeremie Frimpong,Cross
20,59,0.8119999694824219,0.374000015258789,0.0562499016523361,Bayer Leverkusen,Jeremie Frimpong,MissedShots,OpenPlay,2021,2021-10-03 17:30:00,17571,Odilon Kossounou,Pass
21,63,0.8369999694824218,0.4329999923706055,0.108768954873085,Bayer Leverkusen,Kerem Demirbay,SavedShot,OpenPlay,2021,2021-10-03 17:30:00,17571,Amine Adli,TakeOn
22,66,0.735,0.4670000076293945,0.0172925349324941,Bayer Leverkusen,Jeremie Frimpong,MissedShots,SetPiece,2021,2021-10-03 17:30:00,17571,Florian Wirtz,Pass
23,68,0.8230000305175781,0.5429999923706055,0.0647614300251007,Bayer Leverkusen,Florian Wirtz,BlockedShot,OpenPlay,2021,2021-10-03 17:30:00,17571,,None
24,77,0.715,0.5370000076293945,0.046536136418581,Bayer Leverkusen,Nadiem Amiri,MissedShots,DirectFreekick,2021,2021-10-03 17:30:00,17571,,Standard
25,80,0.909000015258789,0.6630000305175782,0.0966804772615432,Bayer Leverkusen,Amine Adli,MissedShots,OpenPlay,2021,2021-10-03 17:30:00,17571,Nadiem Amiri,Pass
26,89,0.8980000305175782,0.295,0.0704219713807106,Bayer Leverkusen,Karim Bellarabi,SavedShot,OpenPlay,2021,2021-10-03 17:30:00,17571,Amine Adli,Pass
27,91,0.885,0.5,0.75777667760849,Bayer Leverkusen,Kerem Demirbay,Goal,Penalty,2021,2021-10-03 17:30:00,17571,,Standard
0,2,0.7909999847412109,0.3679999923706055,0.0264496188610792,Bayer Leverkusen,Charles Aránguiz,MissedShots,OpenPlay,2021,2022-02-26 14:30:00,17730,Moussa Diaby,Pass
1,3,0.9,0.509000015258789,0.0914470329880714,Bayer Leverkusen,Paulinho,MissedShots,OpenPlay,2021,2022-02-26 14:30:00,17730,Jeremie Frimpong,Cross
2,6,0.865,0.585,0.3633282780647278,Bayer Leverkusen,Paulinho,SavedShot,OpenPlay,2021,2022-02-26 14:30:00,17730,Florian Wirtz,Throughball
3,13,0.9080000305175782,0.4970000076293945,0.1251682937145233,Bayer Leverkusen,Lucas Alario,MissedShots,OpenPlay,2021,2022-02-26 14:30:00,17730,Mitchel Bakker,Cross
4,23,0.9080000305175782,0.4270000076293945,0.1276474744081497,Bayer Leverkusen,Paulinho,SavedShot,OpenPlay,2021,2022-02-26 14:30:00,17730,Jeremie Frimpong,Pass
5,24,0.7709999847412109,0.4059999847412109,0.0233081672340631,Bayer Leverkusen,Exequiel Palacios,MissedShots,OpenPlay,2021,2022-02-26 14:30:00,17730,Jeremie Frimpong,Pass
6,28,0.916999969482422,0.4720000076293945,0.1425302475690841,Bayer Leverkusen,Paulinho,BlockedShot,OpenPlay,2021,2022-02-26 14:30:00,17730,Jeremie Frimpong,Pass
7,28,0.950999984741211,0.5259999847412109,0.6445636749267578,Bayer Leverkusen,Lucas Alario,Goal,OpenPlay,2021,2022-02-26 14:30:00,17730,,Rebound
8,38,0.936999969482422,0.615999984741211,0.374916136264801,Bayer Leverkusen,Lucas Alario,SavedShot,OpenPlay,2021,2022-02-26 14:30:00,17730,Florian Wirtz,Throughball
9,40,0.875,0.364000015258789,0.1165605559945106,Bayer Leverkusen,Florian Wirtz,BlockedShot,OpenPlay,2021,2022-02-26 14:30:00,17730,Charles Aránguiz,TakeOn
10,40,0.901999969482422,0.6379999923706055,0.0830871015787124,Bayer Leverkusen,Paulinho,MissedShots,OpenPlay,2021,2022-02-26 14:30:00,17730,Charles Aránguiz,HeadPass
11,45,0.75,0.5659999847412109,0.0283224508166313,Bayer Leverkusen,Exequiel Palacios,MissedShots,OpenPlay,2021,2022-02-26 14:30:00,17730,Florian Wirtz,Pass
12,50,0.7730000305175782,0.5540000152587891,0.0359496399760246,Bayer Leverkusen,Exequiel Palacios,SavedShot,OpenPlay,2021,2022-02-26 14:30:00,17730,Jeremie Frimpong,Pass
13,55,0.906999969482422,0.4629999923706054,0.0833429172635078,Bayer Leverkusen,Jonathan Tah,BlockedShot,SetPiece,2021,2022-02-26 14:30:00,17730,Lucas Alario,HeadPass
14,56,0.914000015258789,0.4809999847412109,0.5112676620483398,Bayer Leverkusen,Moussa Diaby,Goal,OpenPlay,2021,2022-02-26 14:30:00,17730,,BallTouch
15,60,0.8640000152587891,0.43,0.1238571554422378,Bayer Leverkusen,Florian Wirtz,BlockedShot,OpenPlay,2021,2022-02-26 14:30:00,17730,Moussa Diaby,Pass
16,60,0.7730000305175782,0.3459999847412109,0.0252947397530078,Bayer Leverkusen,Jeremie Frimpong,MissedShots,OpenPlay,2021,2022-02-26 14:30:00,17730,Charles Aránguiz,Pass
17,62,0.8080000305175781,0.4729999923706054,0.0725212097167968,Bayer Leverkusen,Moussa Diaby,SavedShot,OpenPlay,2021,2022-02-26 14:30:00,17730,Jeremie Frimpong,BallTouch
18,80,0.9459999847412108,0.3529999923706055,0.0866739302873611,Bayer Leverkusen,Moussa Diaby,Goal,OpenPlay,2021,2022-02-26 14:30:00,17730,,None
19,84,0.7630000305175781,0.3879999923706054,0.0422333143651485,Bayer Leverkusen,Lucas Alario,SavedShot,OpenPlay,2021,2022-02-26 14:30:00,17730,Charles Aránguiz,TakeOn
20,87,0.8140000152587891,0.7609999847412109,0.0158719196915626,Bayer Leverkusen,Florian Wirtz,MissedShots,FromCorner,2021,2022-02-26 14:30:00,17730,Edmond Tapsoba,HeadPass
21,5,0.8480000305175781,0.53,0.0702993422746658,Arminia Bielefeld,Sebastian Vasiliadis,SavedShot,OpenPlay,2021,2022-02-26 14:30:00,17730,,None
22,9,0.7609999847412109,0.4579999923706054,0.0272073149681091,Arminia Bielefeld,Patrick Wimmer,BlockedShot,OpenPlay,2021,2022-02-26 14:30:00,17730,Janni Serra,Pass
23,27,0.7919999694824219,0.4670000076293945,0.0555868819355964,Arminia Bielefeld,Alessandro Schöpf,BlockedShot,OpenPlay,2021,2022-02-26 14:30:00,17730,Janni Serra,LayOff
24,27,0.76,0.3479999923706054,0.0145695274695754,Arminia Bielefeld,Nathan de Medina,BlockedShot,OpenPlay,2021,2022-02-26 14:30:00,17730,,Rebound
25,35,0.740999984741211,0.5570000076293945,0.0188856553286314,Arminia Bielefeld,Patrick Wimmer,MissedShots,OpenPlay,2021,2022-02-26 14:30:00,17730,Janni Serra,Pass
26,37,0.8040000152587891,0.539000015258789,0.0463644750416278,Arminia Bielefeld,Fabian Kunze,MissedShots,OpenPlay,2021,2022-02-26 14:30:00,17730,Masaya Okugawa,Pass
27,49,0.9669999694824218,0.2910000038146972,0.0438308380544185,Arminia Bielefeld,Bryan Lasme,SavedShot,OpenPlay,2021,2022-02-26 14:30:00,17730,,None
28,52,0.7280000305175781,0.5970000076293945,0.0166838206350803,Arminia Bielefeld,Alessandro Schöpf,SavedShot,OpenPlay,2021,2022-02-26 14:30:00,17730,Masaya Okugawa,Pass
29,61,0.750999984741211,0.36,0.0146891996264457,Arminia Bielefeld,Fabian Kunze,MissedShots,OpenPlay,2021,2022-02-26 14:30:00,17730,Patrick Wimmer,TakeOn
0,4,0.850999984741211,0.500999984741211,0.0880206525325775,Bayern Munich,Thomas Müller,BlockedShot,OpenPlay,2021,2021-11-27 17:30:00,17632,Leroy Sané,Pass
1,6,0.8530000305175781,0.4470000076293945,0.069571703672409,Bayern Munich,Thomas Müller,SavedShot,OpenPlay,2021,2021-11-27 17:30:00,17632,,None
2,10,0.7080000305175781,0.5159999847412109,0.0176789090037345,Bayern Munich,Leroy Sané,SavedShot,OpenPlay,2021,2021-11-27 17:30:00,17632,Leon Goretzka,Pass
3,15,0.958000030517578,0.6509999847412109,0.3039722442626953,Bayern Munich,Alphonso Davies,SavedShot,OpenPlay,2021,2021-11-27 17:30:00,17632,Thomas Müller,TakeOn
4,20,0.8830000305175781,0.4579999923706054,0.3976096212863922,Bayern Munich,Kingsley Coman,BlockedShot,OpenPlay,2021,2021-11-27 17:30:00,17632,Thomas Müller,CornerAwarded
5,20,0.8930000305175781,0.5629999923706055,0.067091554403305,Bayern Munich,Leon Goretzka,BlockedShot,FromCorner,2021,2021-11-27 17:30:00,17632,Leroy Sané,BallTouch
6,20,0.9030000305175782,0.5479999923706055,0.0912082642316818,Bayern Munich,Thomas Müller,SavedShot,FromCorner,2021,2021-11-27 17:30:00,17632,Leon Goretzka,HeadPass
7,23,0.911999969482422,0.6930000305175781,0.0538110099732875,Bayern Munich,Robert Lewandowski,BlockedShot,OpenPlay,2021,2021-11-27 17:30:00,17632,Corentin Tolisso,Pass
8,32,0.9519999694824218,0.4970000076293945,0.1347289085388183,Bayern Munich,Robert Lewandowski,MissedShots,FromCorner,2021,2021-11-27 17:30:00,17632,Leroy Sané,Cross
9,33,0.909000015258789,0.700999984741211,0.0498945675790309,Bayern Munich,Alphonso Davies,SavedShot,OpenPlay,2021,2021-11-27 17:30:00,17632,,None
10,39,0.825,0.295,0.0262502282857894,Bayern Munich,Kingsley Coman,SavedShot,OpenPlay,2021,2021-11-27 17:30:00,17632,Benjamin Pavard,Pass
11,45,0.8819999694824219,0.5729999923706055,0.3667020797729492,Bayern Munich,Leroy Sané,MissedShots,OpenPlay,2021,2021-11-27 17:30:00,17632,Corentin Tolisso,Throughball
12,50,0.8369999694824218,0.6430000305175781,0.0535438768565654,Bayern Munich,Leroy Sané,MissedShots,OpenPlay,2021,2021-11-27 17:30:00,17632,Alphonso Davies,Pass
13,56,0.879000015258789,0.4759999847412109,0.3116960227489471,Bayern Munich,Leroy Sané,MissedShots,OpenPlay,2021,2021-11-27 17:30:00,17632,Kingsley Coman,Cross
14,59,0.911999969482422,0.5059999847412109,0.1289357990026474,Bayern Munich,Robert Lewandowski,MissedShots,OpenPlay,2021,2021-11-27 17:30:00,17632,Thomas Müller,Cross
15,67,0.8690000152587891,0.5420000076293945,0.0894718021154403,Bayern Munich,Leroy Sané,BlockedShot,OpenPlay,2021,2021-11-27 17:30:00,17632,Robert Lewandowski,BallTouch
16,67,0.8469999694824218,0.605999984741211,0.0582316517829895,Bayern Munich,Alphonso Davies,MissedShots,OpenPlay,2021,2021-11-27 17:30:00,17632,,None
17,70,0.794000015258789,0.5320000076293945,0.0435562580823898,Bayern Munich,Leroy Sané,Goal,OpenPlay,2021,2021-11-27 17:30:00,17632,Thomas Müller,Pass
18,76,0.9309999847412108,0.315,0.068962238729,Bayern Munich,Kingsley Coman,SavedShot,OpenPlay,2021,2021-11-27 17:30:00,17632,Benjamin Pavard,Pass
19,77,0.933000030517578,0.73,0.0519693121314048,Bayern Munich,Serge Gnabry,ShotOnPost,FromCorner,2021,2021-11-27 17:30:00,17632,Thomas Müller,TakeOn
20,81,0.8590000152587891,0.5770000076293945,0.1030215248465538,Bayern Munich,Robert Lewandowski,SavedShot,OpenPlay,2021,2021-11-27 17:30:00,17632,Serge Gnabry,Pass
21,85,0.8830000305175781,0.6270000076293946,0.1013543158769607,Bayern Munich,Jamal Musiala,MissedShots,OpenPlay,2021,2021-11-27 17:30:00,17632,Thomas Müller,Pass
22,4,0.8919999694824219,0.4570000076293945,0.0871606841683387,Arminia Bielefeld,Fabian Klos,BlockedShot,OpenPlay,2021,2021-11-27 17:30:00,17632,,None
23,41,0.779000015258789,0.625999984741211,0.0260398630052804,Arminia Bielefeld,Patrick Wimmer,BlockedShot,OpenPlay,2021,2021-11-27 17:30:00,17632,Manuel Prietl,Pass
24,43,0.855,0.655,0.0435704700648784,Arminia Bielefeld,Andrés Andrade,BlockedShot,SetPiece,2021,2021-11-27 17:30:00,17632,,None
25,43,0.8719999694824219,0.544000015258789,0.0905383750796318,Arminia Bielefeld,Manuel Prietl,BlockedShot,SetPiece,2021,2021-11-27 17:30:00,17632,,Rebound
26,43,0.7140000152587891,0.539000015258789,0.0138395577669143,Arminia Bielefeld,Sebastian Vasiliadis,MissedShots,FromCorner,2021,2021-11-27 17:30:00,17632,,None
27,58,0.8190000152587891,0.6609999847412109,0.0376477837562561,Arminia Bielefeld,Fabian Klos,BlockedShot,OpenPlay,2021,2021-11-27 17:30:00,17632,Alessandro Schöpf,Pass
28,64,0.906999969482422,0.5120000076293946,0.076198823750019,Arminia Bielefeld,Fabian Klos,MissedShots,SetPiece,2021,2021-11-27 17:30:00,17632,Alessandro Schöpf,Chipped
29,66,0.710999984741211,0.474000015258789,0.0143261607736349,Arminia Bielefeld,Masaya Okugawa,MissedShots,OpenPlay,2021,2021-11-27 17:30:00,17632,,BallTouch
0,6,0.860999984741211,0.3010000038146972,0.0459619350731372,Arminia Bielefeld,Patrick Wimmer,MissedShots,OpenPlay,2021,2022-04-17 13:30:00,17777,,BallRecovery
1,9,0.05,0.52,0.0,Arminia Bielefeld,Jacob Laursen,OwnGoal,OpenPlay,2021,2022-04-17 13:30:00,17777,,CornerAwarded
2,15,0.875,0.5529999923706055,0.0753031745553016,Arminia Bielefeld,Masaya Okugawa,MissedShots,FromCorner,2021,2022-04-17 13:30:00,17777,,None
3,49,0.8680000305175781,0.2770000076293945,0.0514163598418235,Arminia Bielefeld,Patrick Wimmer,BlockedShot,OpenPlay,2021,2022-04-17 13:30:00,17777,Amos Pieper,TakeOn
4,50,0.919000015258789,0.4929999923706055,0.0487351715564727,Arminia Bielefeld,Manuel Prietl,SavedShot,FromCorner,2021,2022-04-17 13:30:00,17777,Patrick Wimmer,Aerial
5,50,0.9409999847412108,0.669000015258789,0.0515166446566581,Arminia Bielefeld,Masaya Okugawa,MissedShots,OpenPlay,2021,2022-04-17 13:30:00,17777,Stefan Ortega Moreno,Chipped
6,62,0.906999969482422,0.4909999847412109,0.0826400890946388,Arminia Bielefeld,Amos Pieper,SavedShot,SetPiece,2021,2022-04-17 13:30:00,17777,,None
7,83,0.77,0.3409999847412109,0.0185859147459268,Arminia Bielefeld,Sebastian Vasiliadis,SavedShot,OpenPlay,2021,2022-04-17 13:30:00,17777,Guilherme Ramos,Pass
8,87,0.8819999694824219,0.6919999694824219,0.088975965976715,Arminia Bielefeld,Robin Hack,BlockedShot,OpenPlay,2021,2022-04-17 13:30:00,17777,Patrick Wimmer,Pass
9,2,0.7040000152587891,0.434000015258789,0.0160399936139583,Bayern Munich,Benjamin Pavard,MissedShots,OpenPlay,2021,2022-04-17 13:30:00,17777,Nianzou Kouassi,Pass
10,7,0.970999984741211,0.5420000076293945,0.6157452464103699,Bayern Munich,Robert Lewandowski,SavedShot,OpenPlay,2021,2022-04-17 13:30:00,17777,Serge Gnabry,Cross
11,12,0.924000015258789,0.484000015258789,0.404582530260086,Bayern Munich,Leon Goretzka,MissedShots,OpenPlay,2021,2022-04-17 13:30:00,17777,Thomas Müller,Cross
12,16,0.8969999694824219,0.4779999923706055,0.4408775269985199,Bayern Munich,Leon Goretzka,SavedShot,OpenPlay,2021,2022-04-17 13:30:00,17777,Alphonso Davies,Pass
13,16,0.874000015258789,0.555,0.1085142716765403,Bayern Munich,Marcel Sabitzer,BlockedShot,OpenPlay,2021,2022-04-17 13:30:00,17777,,Rebound
14,31,0.7390000152587891,0.5570000076293945,0.0265574604272842,Bayern Munich,Robert Lewandowski,MissedShots,OpenPlay,2021,2022-04-17 13:30:00,17777,,BallRecovery
15,35,0.8969999694824219,0.504000015258789,0.0924941152334213,Bayern Munich,Nianzou Kouassi,MissedShots,OpenPlay,2021,2022-04-17 13:30:00,17777,Robert Lewandowski,Cross
16,35,0.978000030517578,0.5890000152587891,0.1367888450622558,Bayern Munich,Marcel Sabitzer,SavedShot,OpenPlay,2021,2022-04-17 13:30:00,17777,Nianzou Kouassi,Rebound
17,38,0.8009999847412109,0.5429999923706055,0.0318625830113887,Bayern Munich,Serge Gnabry,MissedShots,FromCorner,2021,2022-04-17 13:30:00,17777,,None
18,39,0.919000015258789,0.5270000076293946,0.0678521916270256,Bayern Munich,Marcel Sabitzer,MissedShots,OpenPlay,2021,2022-04-17 13:30:00,17777,Robert Lewandowski,HeadPass
19,49,0.9130000305175782,0.4779999923706055,0.121707871556282,Bayern Munich,Thomas Müller,MissedShots,SetPiece,2021,2022-04-17 13:30:00,17777,Joshua Kimmich,Cross
20,51,0.909000015258789,0.4109999847412109,0.3855694234371185,Bayern Munich,Serge Gnabry,Goal,OpenPlay,2021,2022-04-17 13:30:00,17777,Joshua Kimmich,Throughball
21,64,0.769000015258789,0.575,0.0262719579041004,Bayern Munich,Leroy Sané,BlockedShot,OpenPlay,2021,2022-04-17 13:30:00,17777,Leon Goretzka,None
22,71,0.875,0.2620000076293945,0.0525294430553913,Bayern Munich,Serge Gnabry,MissedShots,OpenPlay,2021,2022-04-17 13:30:00,17777,Jamal Musiala,Pass
23,72,0.87,0.580999984741211,0.1056409329175949,Bayern Munich,Jamal Musiala,SavedShot,SetPiece,2021,2022-04-17 13:30:00,17777,,TakeOn
24,74,0.7980000305175782,0.3079999923706055,0.0406865142285823,Bayern Munich,Robert Lewandowski,BlockedShot,OpenPlay,2021,2022-04-17 13:30:00,17777,Serge Gnabry,Pass
25,75,0.955,0.3429999923706054,0.1129850670695304,Bayern Munich,Jamal Musiala,SavedShot,OpenPlay,2021,2022-04-17 13:30:00,17777,Serge Gnabry,Pass
26,77,0.8040000152587891,0.3,0.0405992567539215,Bayern Munich,Leon Goretzka,BlockedShot,OpenPlay,2021,2022-04-17 13:30:00,17777,Serge Gnabry,Pass
27,81,0.784000015258789,0.615999984741211,0.0264363680034875,Bayern Munich,Alphonso Davies,MissedShots,OpenPlay,2021,2022-04-17 13:30:00,17777,,None
28,84,0.9359999847412108,0.5179999923706055,0.6299816966056824,Bayern Munich,Jamal Musiala,Goal,OpenPlay,2021,2022-04-17 13:30:00,17777,Robert Lewandowski,Pass
29,86,0.8919999694824219,0.315,0.0593236796557903,Bayern Munich,Leon Goretzka,SavedShot,OpenPlay,2021,2022-04-17 13:30:00,17777,,None
