,min,x,y,xG,team,player,result,situation,season,datum,match_id,player_assisted,lastAction
0,16,0.865,0.4640000152587891,0.0311448294669389,Bayer Leverkusen,Sardar Azmoun,SavedShot,OpenPlay,2022,2022-08-13 13:30:00,19352,Exequiel Palacios,Cross
1,17,0.774000015258789,0.3509999847412109,0.0230245199054479,Bayer Leverkusen,Exequiel Palacios,BlockedShot,OpenPlay,2022,2022-08-13 13:30:00,19352,Adam Hlozek,Pass
2,19,0.8230000305175781,0.2810000038146972,0.025899238884449,Bayer Leverkusen,Moussa Diaby,SavedShot,OpenPlay,2022,2022-08-13 13:30:00,19352,Exequiel Palacios,Pass
3,28,0.9540000152587892,0.6430000305175781,0.0126121900975704,Bayer Leverkusen,Patrik Schick,MissedShots,FromCorner,2022,2022-08-13 13:30:00,19352,Adam Hlozek,Aerial
4,32,0.7040000152587891,0.754000015258789,0.0118158189579844,Bayer Leverkusen,Mitchel Bakker,BlockedShot,OpenPlay,2022,2022-08-13 13:30:00,19352,Charles Aránguiz,Pass
5,33,0.895,0.485,0.0716135576367378,Bayer Leverkusen,Sardar Azmoun,MissedShots,OpenPlay,2022,2022-08-13 13:30:00,19352,Moussa Diaby,Cross
6,35,0.7880000305175782,0.374000015258789,0.0278546847403049,Bayer Leverkusen,Charles Aránguiz,BlockedShot,OpenPlay,2022,2022-08-13 13:30:00,19352,Patrik Schick,Pass
7,42,0.8730000305175781,0.3940000152587891,0.0761024802923202,Bayer Leverkusen,Adam Hlozek,BlockedShot,OpenPlay,2022,2022-08-13 13:30:00,19352,Jeremie Frimpong,Pass
8,42,0.835,0.4159999847412109,0.0523130856454372,Bayer Leverkusen,Charles Aránguiz,Goal,OpenPlay,2022,2022-08-13 13:30:00,19352,,Rebound
9,46,0.685,0.5929999923706055,0.011503460817039,Bayer Leverkusen,Mitchel Bakker,MissedShots,FromCorner,2022,2022-08-13 13:30:00,19352,,Aerial
10,47,0.8419999694824218,0.41,0.0712439343333244,Bayer Leverkusen,Adam Hlozek,SavedShot,OpenPlay,2022,2022-08-13 13:30:00,19352,Moussa Diaby,Pass
11,50,0.720999984741211,0.54,0.0494428239762783,Bayer Leverkusen,Patrik Schick,BlockedShot,DirectFreekick,2022,2022-08-13 13:30:00,19352,,Standard
12,50,0.92,0.44,0.3167725503444671,Bayer Leverkusen,Sardar Azmoun,MissedShots,OpenPlay,2022,2022-08-13 13:30:00,19352,Edmond Tapsoba,Throughball
13,52,0.9519999694824218,0.349000015258789,0.1041246429085731,Bayer Leverkusen,Jeremie Frimpong,SavedShot,OpenPlay,2022,2022-08-13 13:30:00,19352,Moussa Diaby,Pass
14,53,0.855999984741211,0.67,0.04463916644454,Bayer Leverkusen,Adam Hlozek,BlockedShot,OpenPlay,2022,2022-08-13 13:30:00,19352,Mitchel Bakker,Pass
15,59,0.87,0.419000015258789,0.0943146422505378,Bayer Leverkusen,Moussa Diaby,SavedShot,OpenPlay,2022,2022-08-13 13:30:00,19352,Sardar Azmoun,Pass
16,60,0.9440000152587892,0.5179999923706055,0.4443743824958801,Bayer Leverkusen,Sardar Azmoun,SavedShot,FromCorner,2022,2022-08-13 13:30:00,19352,Adam Hlozek,Cross
17,61,0.93,0.5690000152587891,0.0530260130763053,Bayer Leverkusen,Sardar Azmoun,MissedShots,OpenPlay,2022,2022-08-13 13:30:00,19352,Moussa Diaby,Aerial
18,68,0.85,0.5270000076293946,0.0961274281144142,Bayer Leverkusen,Sardar Azmoun,SavedShot,OpenPlay,2022,2022-08-13 13:30:00,19352,Patrik Schick,Pass
19,70,0.8769999694824219,0.3579999923706055,0.1072734743356704,Bayer Leverkusen,Moussa Diaby,BlockedShot,OpenPlay,2022,2022-08-13 13:30:00,19352,Sardar Azmoun,Pass
20,72,0.86,0.4540000152587891,0.2884014248847961,Bayer Leverkusen,Moussa Diaby,SavedShot,OpenPlay,2022,2022-08-13 13:30:00,19352,Edmond Tapsoba,Chipped
21,85,0.953000030517578,0.5129999923706055,0.5663926005363464,Bayer Leverkusen,Patrik Schick,SavedShot,OpenPlay,2022,2022-08-13 13:30:00,19352,Kerem Demirbay,Cross
22,89,0.9669999694824218,0.4029999923706054,0.1512650847434997,Bayer Leverkusen,Jonathan Tah,MissedShots,OpenPlay,2022,2022-08-13 13:30:00,19352,Kerem Demirbay,Chipped
23,92,0.9159999847412108,0.580999984741211,0.0570022314786911,Bayer Leverkusen,Sardar Azmoun,MissedShots,OpenPlay,2022,2022-08-13 13:30:00,19352,Moussa Diaby,Aerial
24,14,0.92,0.5629999923706055,0.5048259496688843,Augsburg,Fredrik Jensen,Goal,OpenPlay,2022,2022-08-13 13:30:00,19352,Ermedin Demirovic,Throughball
25,29,0.840999984741211,0.3679999923706055,0.0710038393735885,Augsburg,Ermedin Demirovic,SavedShot,OpenPlay,2022,2022-08-13 13:30:00,19352,,BallRecovery
26,50,0.8180000305175781,0.7169999694824218,0.0382119081914424,Augsburg,Ermedin Demirovic,SavedShot,OpenPlay,2022,2022-08-13 13:30:00,19352,,TakeOn
27,66,0.7759999847412109,0.494000015258789,0.0323848947882652,Augsburg,Elvis Rexhbecaj,MissedShots,OpenPlay,2022,2022-08-13 13:30:00,19352,Arne Maier,Pass
28,67,0.89,0.3039999961853027,0.0508275441825389,Augsburg,Daniel Caligiuri,BlockedShot,OpenPlay,2022,2022-08-13 13:30:00,19352,Mads Pedersen,Pass
29,81,0.815,0.4579999923706054,0.0519088134169578,Augsburg,André Hahn,Goal,OpenPlay,2022,2022-08-13 13:30:00,19352,,None
0,1,0.7909999847412109,0.365,0.0275194719433784,Augsburg,André Hahn,MissedShots,OpenPlay,2022,2022-09-17 13:30:00,19399,,None
1,1,0.911999969482422,0.3729999923706055,0.0820138752460479,Augsburg,Florian Niederlechner,BlockedShot,OpenPlay,2022,2022-09-17 13:30:00,19399,,Rebound
2,11,0.9059999847412108,0.385,0.28798308968544,Augsburg,Florian Niederlechner,SavedShot,OpenPlay,2022,2022-09-17 13:30:00,19399,Robert Gumny,Chipped
3,23,0.8480000305175781,0.5109999847412109,0.0646390542387962,Augsburg,Maximilian Bauer,BlockedShot,FromCorner,2022,2022-09-17 13:30:00,19399,Iago,HeadPass
4,23,0.933000030517578,0.495,0.3541705310344696,Augsburg,Florian Niederlechner,SavedShot,FromCorner,2022,2022-09-17 13:30:00,19399,Maximilian Bauer,Rebound
5,23,0.7980000305175782,0.439000015258789,0.0402887500822544,Augsburg,Florian Niederlechner,SavedShot,OpenPlay,2022,2022-09-17 13:30:00,19399,,None
6,25,0.926999969482422,0.4490000152587891,0.0841941982507705,Augsburg,Maximilian Bauer,BlockedShot,SetPiece,2022,2022-09-17 13:30:00,19399,,None
7,25,0.874000015258789,0.5309999847412109,0.0949793756008148,Augsburg,Jeffrey Gouweleeuw,MissedShots,SetPiece,2022,2022-09-17 13:30:00,19399,,Rebound
8,38,0.93,0.5029999923706054,0.4690270721912384,Augsburg,Maximilian Bauer,MissedShots,SetPiece,2022,2022-09-17 13:30:00,19399,Iago,Chipped
9,58,0.906999969482422,0.524000015258789,0.4677618145942688,Augsburg,Mërgim Berisha,Goal,OpenPlay,2022,2022-09-17 13:30:00,19399,Iago,Pass
10,59,0.8980000305175782,0.3189999961853027,0.2697465419769287,Augsburg,Mërgim Berisha,MissedShots,OpenPlay,2022,2022-09-17 13:30:00,19399,Elvis Rexhbecaj,Pass
11,0,0.7280000305175781,0.359000015258789,0.011387419886887,Bayern Munich,Joshua Kimmich,BlockedShot,OpenPlay,2022,2022-09-17 13:30:00,19399,,None
12,11,0.895,0.615,0.0626892298460006,Bayern Munich,Leroy Sané,BlockedShot,OpenPlay,2022,2022-09-17 13:30:00,19399,Alphonso Davies,HeadPass
13,16,0.931999969482422,0.3520000076293945,0.2870379388332367,Bayern Munich,Leroy Sané,SavedShot,OpenPlay,2022,2022-09-17 13:30:00,19399,Thomas Müller,Pass
14,32,0.9259999847412108,0.5940000152587891,0.4123503565788269,Bayern Munich,Jamal Musiala,MissedShots,OpenPlay,2022,2022-09-17 13:30:00,19399,Thomas Müller,Pass
15,36,0.8169999694824219,0.3859999847412109,0.0403964594006538,Bayern Munich,Leon Goretzka,MissedShots,OpenPlay,2022,2022-09-17 13:30:00,19399,Leroy Sané,Pass
16,38,0.9390000152587892,0.3359999847412109,0.0594938248395919,Bayern Munich,Thomas Müller,MissedShots,OpenPlay,2022,2022-09-17 13:30:00,19399,Alphonso Davies,Cross
17,41,0.735,0.439000015258789,0.0180583968758583,Bayern Munich,Leon Goretzka,BlockedShot,OpenPlay,2022,2022-09-17 13:30:00,19399,,Dispossessed
18,41,0.7480000305175781,0.6580000305175782,0.016663184389472,Bayern Munich,Alphonso Davies,MissedShots,OpenPlay,2022,2022-09-17 13:30:00,19399,Leon Goretzka,BallTouch
19,42,0.7759999847412109,0.5120000076293946,0.0384766533970832,Bayern Munich,Leon Goretzka,BlockedShot,FromCorner,2022,2022-09-17 13:30:00,19399,Alphonso Davies,Pass
20,46,0.8490000152587891,0.5259999847412109,0.079823650419712,Bayern Munich,Leon Goretzka,BlockedShot,OpenPlay,2022,2022-09-17 13:30:00,19399,,BallTouch
21,53,0.73,0.4279999923706055,0.021664073690772,Bayern Munich,Leon Goretzka,SavedShot,OpenPlay,2022,2022-09-17 13:30:00,19399,,TakeOn
22,54,0.8569999694824219,0.5429999923706055,0.0971701964735984,Bayern Munich,Sadio Mané,SavedShot,OpenPlay,2022,2022-09-17 13:30:00,19399,Jamal Musiala,Pass
23,60,0.931999969482422,0.3470000076293945,0.2816430330276489,Bayern Munich,Thomas Müller,SavedShot,OpenPlay,2022,2022-09-17 13:30:00,19399,Leroy Sané,Pass
24,61,0.8859999847412109,0.3970000076293945,0.0469381175935268,Bayern Munich,Jamal Musiala,MissedShots,FromCorner,2022,2022-09-17 13:30:00,19399,Dayotchanculle Upamecano,Cross
25,71,0.840999984741211,0.6419999694824219,0.2147096693515777,Bayern Munich,Leroy Sané,SavedShot,OpenPlay,2022,2022-09-17 13:30:00,19399,Jamal Musiala,Pass
26,88,0.7530000305175781,0.534000015258789,0.0209753531962633,Bayern Munich,Marcel Sabitzer,MissedShots,OpenPlay,2022,2022-09-17 13:30:00,19399,,None
27,90,0.705999984741211,0.3579999923706055,0.0138553921133279,Bayern Munich,Leroy Sané,MissedShots,OpenPlay,2022,2022-09-17 13:30:00,19399,Dayotchanculle Upamecano,Pass
28,92,0.936999969482422,0.4729999923706054,0.0672592669725418,Bayern Munich,Manuel Neuer,MissedShots,FromCorner,2022,2022-09-17 13:30:00,19399,Joshua Kimmich,Aerial
29,94,0.906999969482422,0.479000015258789,0.0300348792225122,Bayern Munich,Manuel Neuer,SavedShot,FromCorner,2022,2022-09-17 13:30:00,19399,Joshua Kimmich,Aerial
0,3,0.894000015258789,0.3470000076293945,0.0635265633463859,Augsburg,Daniel Caligiuri,MissedShots,OpenPlay,2022,2022-08-06 13:30:00,19347,,None
1,10,0.885,0.3010000038146972,0.0409791879355907,Augsburg,Daniel Caligiuri,MissedShots,OpenPlay,2022,2022-08-06 13:30:00,19347,Jeffrey Gouweleeuw,Chipped
2,37,0.8630000305175781,0.3629999923706055,0.0604507997632026,Augsburg,Ermedin Demirovic,MissedShots,OpenPlay,2022,2022-08-06 13:30:00,19347,Elvis Rexhbecaj,Chipped
3,38,0.87,0.6140000152587891,0.0812516286969184,Augsburg,Arne Maier,BlockedShot,OpenPlay,2022,2022-08-06 13:30:00,19347,Felix Uduokhai,Pass
4,46,0.8540000152587891,0.6719999694824219,0.0505799911916255,Augsburg,Arne Maier,SavedShot,OpenPlay,2022,2022-08-06 13:30:00,19347,Iago,Pass
5,57,0.749000015258789,0.3979999923706054,0.018374715000391,Augsburg,Daniel Caligiuri,SavedShot,OpenPlay,2022,2022-08-06 13:30:00,19347,Elvis Rexhbecaj,Pass
6,62,0.8690000152587891,0.6140000152587891,0.0855961516499519,Augsburg,Iago,BlockedShot,OpenPlay,2022,2022-08-06 13:30:00,19347,Mads Pedersen,Pass
7,64,0.975999984741211,0.6719999694824219,0.0414529554545879,Augsburg,Florian Niederlechner,BlockedShot,OpenPlay,2022,2022-08-06 13:30:00,19347,Iago,Chipped
8,67,0.7240000152587891,0.46,0.0510421060025692,Augsburg,Arne Maier,BlockedShot,DirectFreekick,2022,2022-08-06 13:30:00,19347,,Standard
9,76,0.9259999847412108,0.725999984741211,0.0333815440535545,Augsburg,Fredrik Jensen,MissedShots,OpenPlay,2022,2022-08-06 13:30:00,19347,Carlos Gruezo,Chipped
10,81,0.88,0.3160000038146973,0.0592698268592357,Augsburg,Ricardo Pepi,MissedShots,OpenPlay,2022,2022-08-06 13:30:00,19347,Fredrik Jensen,Pass
11,4,0.789000015258789,0.705,0.0122760459780693,Freiburg,Michael Gregoritsch,BlockedShot,OpenPlay,2022,2022-08-06 13:30:00,19347,Roland Sallai,HeadPass
12,4,0.7959999847412109,0.63,0.0144056072458624,Freiburg,Vincenzo Grifo,BlockedShot,OpenPlay,2022,2022-08-06 13:30:00,19347,,Aerial
13,28,0.9059999847412108,0.54,0.0558160729706287,Freiburg,Vincenzo Grifo,SavedShot,OpenPlay,2022,2022-08-06 13:30:00,19347,Michael Gregoritsch,HeadPass
14,31,0.8569999694824219,0.5970000076293945,0.0655657649040222,Freiburg,Christian Günter,BlockedShot,OpenPlay,2022,2022-08-06 13:30:00,19347,,None
15,32,0.850999984741211,0.2839999961853027,0.0241232216358184,Freiburg,Christian Günter,ShotOnPost,FromCorner,2022,2022-08-06 13:30:00,19347,,None
16,33,0.795,0.3189999961853027,0.0261684898287057,Freiburg,Maximilian Eggestein,BlockedShot,OpenPlay,2022,2022-08-06 13:30:00,19347,Vincenzo Grifo,Pass
17,36,0.7980000305175782,0.63,0.0314042046666145,Freiburg,Christian Günter,MissedShots,OpenPlay,2022,2022-08-06 13:30:00,19347,,None
18,45,0.9209999847412108,0.4490000152587891,0.3279723823070526,Freiburg,Michael Gregoritsch,Goal,OpenPlay,2022,2022-08-06 13:30:00,19347,Kiliann Sildillia,Cross
19,47,0.8340000152587891,0.365,0.0736558437347412,Freiburg,Ritsu Doan,BlockedShot,OpenPlay,2022,2022-08-06 13:30:00,19347,Roland Sallai,Pass
20,47,0.904000015258789,0.3559999847412109,0.1054789274930954,Freiburg,Maximilian Eggestein,MissedShots,OpenPlay,2022,2022-08-06 13:30:00,19347,,None
21,47,0.7780000305175782,0.2270000076293945,0.0433392897248268,Freiburg,Vincenzo Grifo,Goal,DirectFreekick,2022,2022-08-06 13:30:00,19347,,Standard
22,52,0.9030000305175782,0.3160000038146973,0.0821837112307548,Freiburg,Roland Sallai,MissedShots,OpenPlay,2022,2022-08-06 13:30:00,19347,Michael Gregoritsch,Pass
23,54,0.8669999694824219,0.4270000076293945,0.0556128174066543,Freiburg,Roland Sallai,BlockedShot,FromCorner,2022,2022-08-06 13:30:00,19347,,OffsidePass
24,59,0.71,0.72,0.0124227069318294,Freiburg,Vincenzo Grifo,MissedShots,OpenPlay,2022,2022-08-06 13:30:00,19347,,None
25,60,0.8719999694824219,0.565,0.0690613687038421,Freiburg,Matthias Ginter,Goal,SetPiece,2022,2022-08-06 13:30:00,19347,Michael Gregoritsch,HeadPass
26,73,0.899000015258789,0.649000015258789,0.3996857702732086,Freiburg,Roland Sallai,SavedShot,OpenPlay,2022,2022-08-06 13:30:00,19347,Vincenzo Grifo,Throughball
27,77,0.8230000305175781,0.5529999923706055,0.0629088729619979,Freiburg,Ritsu Doan,Goal,OpenPlay,2022,2022-08-06 13:30:00,19347,,None
28,79,0.745,0.5029999923706054,0.0170854032039642,Freiburg,Ritsu Doan,SavedShot,FromCorner,2022,2022-08-06 13:30:00,19347,,None
29,87,0.8819999694824219,0.67,0.0633833035826683,Freiburg,Nils Petersen,BlockedShot,OpenPlay,2022,2022-08-06 13:30:00,19347,,None
0,24,0.799000015258789,0.3010000038146972,0.0714324414730072,Augsburg,Mërgim Berisha,BlockedShot,DirectFreekick,2022,2022-09-04 13:30:00,19385,,Standard
1,27,0.9640000152587892,0.7030000305175781,0.049578983336687,Augsburg,Mërgim Berisha,ShotOnPost,OpenPlay,2022,2022-09-04 13:30:00,19385,,None
2,42,0.725,0.4270000076293945,0.0130358161404728,Augsburg,Arne Maier,BlockedShot,OpenPlay,2022,2022-09-04 13:30:00,19385,Maximilian Bauer,Chipped
3,45,0.7280000305175781,0.4079999923706054,0.0166472978889942,Augsburg,Jeffrey Gouweleeuw,MissedShots,OpenPlay,2022,2022-09-04 13:30:00,19385,Daniel Caligiuri,Pass
4,62,0.8230000305175781,0.5709999847412109,0.0132753662765026,Augsburg,Elvis Rexhbecaj,SavedShot,FromCorner,2022,2022-09-04 13:30:00,19385,,Aerial
5,78,0.7019999694824218,0.2739999961853027,0.009790594689548,Augsburg,André Hahn,BlockedShot,OpenPlay,2022,2022-09-04 13:30:00,19385,Ruben Vargas,BallTouch
6,94,0.9590000152587892,0.5429999923706055,0.1372650563716888,Augsburg,Julian Baumgartlinger,BlockedShot,FromCorner,2022,2022-09-04 13:30:00,19385,Daniel Caligiuri,Cross
7,3,0.935,0.5179999923706055,0.1258644759654998,Hertha Berlin,Wilfried Kanga,BlockedShot,FromCorner,2022,2022-09-04 13:30:00,19385,Marvin Plattenhardt,Cross
8,18,0.9540000152587892,0.4309999847412109,0.3774448335170746,Hertha Berlin,Marc-Oliver Kempf,MissedShots,SetPiece,2022,2022-09-04 13:30:00,19385,Marvin Plattenhardt,Cross
9,22,0.85,0.3829999923706054,0.0712153613567352,Hertha Berlin,Lucas Tousart,BlockedShot,OpenPlay,2022,2022-09-04 13:30:00,19385,Wilfried Kanga,Pass
10,33,0.7659999847412109,0.4270000076293945,0.0232717189937829,Hertha Berlin,Jonjoe Kenny,MissedShots,OpenPlay,2022,2022-09-04 13:30:00,19385,,None
11,34,0.8630000305175781,0.710999984741211,0.0386416837573051,Hertha Berlin,Chidera Ejuke,MissedShots,OpenPlay,2022,2022-09-04 13:30:00,19385,Suat Serdar,Chipped
12,39,0.965,0.3379999923706054,0.0720036253333091,Hertha Berlin,Wilfried Kanga,MissedShots,OpenPlay,2022,2022-09-04 13:30:00,19385,Jonjoe Kenny,Pass
13,45,0.7480000305175781,0.6179999923706054,0.018044177442789,Hertha Berlin,Dodi Lukebakio,SavedShot,OpenPlay,2022,2022-09-04 13:30:00,19385,Chidera Ejuke,Pass
14,51,0.8019999694824219,0.3920000076293945,0.0376994013786315,Hertha Berlin,Lucas Tousart,MissedShots,OpenPlay,2022,2022-09-04 13:30:00,19385,,None
15,56,0.9309999847412108,0.514000015258789,0.4155912101268768,Hertha Berlin,Dodi Lukebakio,Goal,OpenPlay,2022,2022-09-04 13:30:00,19385,Marvin Plattenhardt,Cross
16,65,0.6990000152587891,0.7519999694824219,0.0115897944197058,Hertha Berlin,Jean-Paul Boëtius,SavedShot,OpenPlay,2022,2022-09-04 13:30:00,19385,Marvin Plattenhardt,Pass
17,66,0.685,0.5479999923706055,0.0135350134223699,Hertha Berlin,Marvin Plattenhardt,MissedShots,OpenPlay,2022,2022-09-04 13:30:00,19385,Filip Uremovic,HeadPass
18,68,0.916999969482422,0.32,0.087335005402565,Hertha Berlin,Jonjoe Kenny,MissedShots,OpenPlay,2022,2022-09-04 13:30:00,19385,Jean-Paul Boëtius,Pass
19,72,0.968000030517578,0.424000015258789,0.5597581267356873,Hertha Berlin,Wilfried Kanga,SavedShot,OpenPlay,2022,2022-09-04 13:30:00,19385,Lucas Tousart,Pass
20,80,0.9159999847412108,0.439000015258789,0.1014432236552238,Hertha Berlin,Lucas Tousart,SavedShot,OpenPlay,2022,2022-09-04 13:30:00,19385,Wilfried Kanga,Cross
21,92,0.968000030517578,0.479000015258789,0.9180918335914612,Hertha Berlin,Marco Richter,Goal,OpenPlay,2022,2022-09-04 13:30:00,19385,Davie Selke,Pass
0,6,0.7759999847412109,0.355,0.0221349485218524,Hoffenheim,Grischa Prömel,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19372,Robert Skov,Pass
1,9,0.906999969482422,0.6990000152587891,0.1031088978052139,Hoffenheim,Andrej Kramaric,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19372,Dennis Geiger,Chipped
2,13,0.700999984741211,0.39,0.0093177231028676,Hoffenheim,Georginio Rutter,SavedShot,OpenPlay,2022,2022-08-27 13:30:00,19372,,None
3,25,0.9719999694824218,0.5829999923706055,0.4889911413192749,Hoffenheim,Georginio Rutter,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19372,Christoph Baumgartner,Pass
4,27,0.7730000305175782,0.43,0.0438832975924015,Hoffenheim,Christoph Baumgartner,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19372,Ozan Kabak,LayOff
5,28,0.825,0.5359999847412109,0.0708941295742988,Hoffenheim,Christoph Baumgartner,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19372,Angelino,Pass
6,31,0.805,0.3259999847412109,0.0221121460199356,Hoffenheim,Andrej Kramaric,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19372,Dennis Geiger,Chipped
7,34,0.901999969482422,0.295,0.0493851639330387,Hoffenheim,Robert Skov,BlockedShot,OpenPlay,2022,2022-08-27 13:30:00,19372,Andrej Kramaric,Pass
8,35,0.931999969482422,0.575,0.0803420916199684,Hoffenheim,Ozan Kabak,MissedShots,FromCorner,2022,2022-08-27 13:30:00,19372,Angelino,Cross
9,37,0.8830000305175781,0.4270000076293945,0.1094388216733932,Hoffenheim,Dennis Geiger,Goal,OpenPlay,2022,2022-08-27 13:30:00,19372,Robert Skov,Pass
10,39,0.86,0.7090000152587891,0.0934386029839515,Hoffenheim,Georginio Rutter,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19372,Dennis Geiger,TakeOn
11,42,0.895,0.6270000076293946,0.0668523237109184,Hoffenheim,Georginio Rutter,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19372,Angelino,Cross
12,50,0.8530000305175781,0.3470000076293945,0.0670516788959503,Hoffenheim,Robert Skov,BlockedShot,OpenPlay,2022,2022-08-27 13:30:00,19372,Angelino,Pass
13,51,0.7369999694824219,0.4720000076293945,0.0551942288875579,Hoffenheim,Christoph Baumgartner,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19372,,TakeOn
14,64,0.914000015258789,0.5640000152587891,0.0936170369386673,Hoffenheim,Ozan Kabak,MissedShots,SetPiece,2022,2022-08-27 13:30:00,19372,Sebastian Rudy,Cross
15,67,0.855,0.4329999923706055,0.0940936282277107,Hoffenheim,Georginio Rutter,BlockedShot,OpenPlay,2022,2022-08-27 13:30:00,19372,,BallRecovery
16,71,0.894000015258789,0.515,0.0191855281591415,Hoffenheim,Grischa Prömel,MissedShots,FromCorner,2022,2022-08-27 13:30:00,19372,Sebastian Rudy,Aerial
17,83,0.931999969482422,0.31,0.0972753539681434,Hoffenheim,Jacob Bruun Larsen,SavedShot,OpenPlay,2022,2022-08-27 13:30:00,19372,Grischa Prömel,Pass
18,90,0.8640000152587891,0.575,0.3955102562904358,Hoffenheim,Munas Dabbur,SavedShot,OpenPlay,2022,2022-08-27 13:30:00,19372,Grischa Prömel,Chipped
19,91,0.6969999694824218,0.4,0.0222971327602863,Hoffenheim,Grischa Prömel,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19372,,Rebound
20,91,0.5609999847412109,0.639000015258789,0.0070306756533682,Hoffenheim,Munas Dabbur,SavedShot,OpenPlay,2022,2022-08-27 13:30:00,19372,Oliver Baumann,TakeOn
21,10,0.89,0.59,0.0733231082558631,Augsburg,Ermedin Demirovic,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19372,Mads Pedersen,Cross
22,12,0.9719999694824218,0.6179999923706054,0.0691318437457084,Augsburg,Ermedin Demirovic,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19372,Jeffrey Gouweleeuw,Chipped
23,15,0.73,0.5370000076293945,0.0183145180344581,Augsburg,Fredrik Jensen,BlockedShot,OpenPlay,2022,2022-08-27 13:30:00,19372,Ricardo Pepi,Pass
24,16,0.779000015258789,0.4540000152587891,0.0338537953794002,Augsburg,Fredrik Jensen,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19372,Arne Maier,Pass
25,44,0.73,0.6459999847412109,0.016121158376336,Augsburg,Arne Maier,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19372,Fredrik Jensen,Pass
26,55,0.784000015258789,0.43,0.0352598428726196,Augsburg,Arne Maier,BlockedShot,OpenPlay,2022,2022-08-27 13:30:00,19372,Fredrik Jensen,Pass
27,56,0.9059999847412108,0.439000015258789,0.0189692564308643,Augsburg,Maximilian Bauer,BlockedShot,FromCorner,2022,2022-08-27 13:30:00,19372,Mads Pedersen,Aerial
28,56,0.921999969482422,0.419000015258789,0.0908900573849678,Augsburg,Florian Niederlechner,SavedShot,FromCorner,2022,2022-08-27 13:30:00,19372,Raphael Framberger,HeadPass
29,67,0.9,0.2989999961853027,0.0450197532773017,Augsburg,Ruben Vargas,BlockedShot,OpenPlay,2022,2022-08-27 13:30:00,19372,Fredrik Jensen,Pass
30,69,0.91,0.3979999923706054,0.0146749755367636,Augsburg,Ruben Vargas,MissedShots,FromCorner,2022,2022-08-27 13:30:00,19372,Arne Maier,Aerial
31,86,0.911999969482422,0.3829999923706054,0.0431782752275466,Augsburg,Florian Niederlechner,MissedShots,SetPiece,2022,2022-08-27 13:30:00,19372,Daniel Caligiuri,Cross
0,18,0.7140000152587891,0.5220000076293946,0.0464184917509555,Augsburg,Arne Maier,SavedShot,DirectFreekick,2022,2022-08-20 13:30:00,19362,,Standard
1,34,0.9159999847412108,0.5729999923706055,0.1144130229949951,Augsburg,Ermedin Demirovic,Goal,OpenPlay,2022,2022-08-20 13:30:00,19362,Felix Uduokhai,Pass
2,37,0.7269999694824218,0.4879999923706055,0.0200016554445028,Augsburg,Arne Maier,BlockedShot,OpenPlay,2022,2022-08-20 13:30:00,19362,Carlos Gruezo,Pass
3,44,0.9130000305175782,0.4520000076293945,0.0357000418007373,Augsburg,Maximilian Bauer,BlockedShot,FromCorner,2022,2022-08-20 13:30:00,19362,Arne Maier,BallRecovery
4,54,0.7559999847412109,0.2860000038146972,0.0189617238938808,Augsburg,Mads Pedersen,MissedShots,OpenPlay,2022,2022-08-20 13:30:00,19362,Arne Maier,Pass
5,58,0.8809999847412109,0.6459999847412109,0.0560736022889614,Augsburg,Fredrik Jensen,BlockedShot,SetPiece,2022,2022-08-20 13:30:00,19362,,None
6,78,0.7609999847412109,0.6759999847412109,0.0147994272410869,Augsburg,Jeffrey Gouweleeuw,MissedShots,SetPiece,2022,2022-08-20 13:30:00,19362,Ricardo Pepi,BallTouch
7,0,0.91,0.5640000152587891,0.0341692194342613,Mainz 05,Dominik Kohr,MissedShots,SetPiece,2022,2022-08-20 13:30:00,19362,Aarón Martín,Aerial
8,3,0.735,0.7219999694824218,0.0381058230996131,Mainz 05,Anton Stach,BlockedShot,DirectFreekick,2022,2022-08-20 13:30:00,19362,,Standard
9,30,0.845999984741211,0.4709999847412109,0.2990951538085937,Mainz 05,Karim Onisiwo,Goal,OpenPlay,2022,2022-08-20 13:30:00,19362,Angelo Fulgini,Pass
10,39,0.7069999694824218,0.404000015258789,0.0130884777754545,Mainz 05,Anton Stach,BlockedShot,OpenPlay,2022,2022-08-20 13:30:00,19362,,BallRecovery
11,48,0.774000015258789,0.445,0.0306572522968053,Mainz 05,Karim Onisiwo,SavedShot,OpenPlay,2022,2022-08-20 13:30:00,19362,Dominik Kohr,Pass
12,61,0.885,0.5,0.75777667760849,Mainz 05,Aarón Martín,SavedShot,Penalty,2022,2022-08-20 13:30:00,19362,,Standard
