,min,x,y,xG,team,player,result,situation,season,datum,match_id,player_assisted,lastAction
23,87,0.914000015258789,0.6519999694824219,0.0673391371965408,Hoffenheim,Angelino,MissedShots,OpenPlay,2022,2022-08-20 13:30:00,19365,Pavel Kaderábek,Cross
0,5,0.92,0.500999984741211,0.40155690908432,Mainz 05,Angelo Fulgini,SavedShot,OpenPlay,2022,2022-08-27 13:30:00,19371,Karim Onisiwo,Cross
1,9,0.8769999694824219,0.6090000152587891,0.0976367890834808,Mainz 05,Jonathan Burkardt,BlockedShot,OpenPlay,2022,2022-08-27 13:30:00,19371,Dominik Kohr,TakeOn
2,16,0.8569999694824219,0.7169999694824218,0.0249717999249696,Mainz 05,Dominik Kohr,BlockedShot,FromCorner,2022,2022-08-27 13:30:00,19371,,None
3,18,0.911999969482422,0.4359999847412109,0.4464171528816223,Mainz 05,Silvan Widmer,SavedShot,OpenPlay,2022,2022-08-27 13:30:00,19371,,None
4,22,0.6940000152587891,0.379000015258789,0.0090226288884878,Mainz 05,Anton Stach,BlockedShot,OpenPlay,2022,2022-08-27 13:30:00,19371,,Aerial
5,30,0.89,0.38,0.0701296180486679,Mainz 05,Karim Onisiwo,BlockedShot,OpenPlay,2022,2022-08-27 13:30:00,19371,Jonathan Burkardt,Chipped
6,30,0.6840000152587891,0.634000015258789,0.0140263922512531,Mainz 05,Aarón Martín,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19371,Maxim Leitsch,Pass
7,53,0.7119999694824218,0.5479999923706055,0.0093764048069715,Mainz 05,Maxim Leitsch,BlockedShot,OpenPlay,2022,2022-08-27 13:30:00,19371,,None
8,54,0.77,0.6719999694824219,0.0125993266701698,Mainz 05,Aarón Martín,ShotOnPost,OpenPlay,2022,2022-08-27 13:30:00,19371,,None
9,58,0.915,0.5479999923706055,0.0809189304709434,Mainz 05,Niklas Tauer,BlockedShot,FromCorner,2022,2022-08-27 13:30:00,19371,Aarón Martín,Cross
10,60,0.715,0.3940000152587891,0.0112073458731174,Mainz 05,Anton Stach,BlockedShot,OpenPlay,2022,2022-08-27 13:30:00,19371,Dominik Kohr,Pass
11,78,0.81,0.46,0.1482871174812317,Mainz 05,Anton Stach,MissedShots,DirectFreekick,2022,2022-08-27 13:30:00,19371,,Standard
12,79,0.899000015258789,0.4420000076293945,0.0745029971003532,Mainz 05,Karim Onisiwo,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19371,,None
13,81,0.89,0.4540000152587891,0.0431893281638622,Mainz 05,Silvan Widmer,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19371,Leandro Barreiro Martins,HeadPass
14,87,0.879000015258789,0.455,0.027541359886527,Mainz 05,Silvan Widmer,SavedShot,OpenPlay,2022,2022-08-27 13:30:00,19371,Stefan Bell,Aerial
15,89,0.8219999694824218,0.3279999923706054,0.0247079879045486,Mainz 05,Jae-Sung Lee,BlockedShot,FromCorner,2022,2022-08-27 13:30:00,19371,,None
16,89,0.9,0.629000015258789,0.0640337467193603,Mainz 05,Silvan Widmer,MissedShots,FromCorner,2022,2022-08-27 13:30:00,19371,,None
17,94,0.9080000305175782,0.409000015258789,0.0601986981928348,Mainz 05,Silvan Widmer,MissedShots,SetPiece,2022,2022-08-27 13:30:00,19371,Anton Stach,Cross
18,11,0.8119999694824219,0.5479999923706055,0.0783102884888649,Bayer Leverkusen,Mitchel Bakker,SavedShot,OpenPlay,2022,2022-08-27 13:30:00,19371,,TakeOn
19,28,0.7859999847412109,0.4079999923706054,0.0251298639923334,Bayer Leverkusen,Exequiel Palacios,Goal,FromCorner,2022,2022-08-27 13:30:00,19371,,Card
20,38,0.915,0.4579999923706054,0.6111946702003479,Bayer Leverkusen,Jeremie Frimpong,Goal,OpenPlay,2022,2022-08-27 13:30:00,19371,Moussa Diaby,Pass
21,40,0.94,0.355,0.403889536857605,Bayer Leverkusen,Jeremie Frimpong,Goal,OpenPlay,2022,2022-08-27 13:30:00,19371,,BallRecovery
22,47,0.936999969482422,0.4420000076293945,0.1488743424415588,Bayer Leverkusen,Patrik Schick,BlockedShot,OpenPlay,2022,2022-08-27 13:30:00,19371,Jeremie Frimpong,Pass
23,49,0.71,0.575999984741211,0.0426325462758541,Bayer Leverkusen,Kerem Demirbay,BlockedShot,DirectFreekick,2022,2022-08-27 13:30:00,19371,,Standard
24,75,0.875,0.669000015258789,0.0774309337139129,Bayer Leverkusen,Patrik Schick,SavedShot,OpenPlay,2022,2022-08-27 13:30:00,19371,Mitchel Bakker,Pass
25,88,0.73,0.730999984741211,0.0167968180030584,Bayer Leverkusen,Mitchel Bakker,MissedShots,OpenPlay,2022,2022-08-27 13:30:00,19371,Timothy Fosu-Mensah,Pass
0,1,0.9309999847412108,0.71,0.0418115928769111,Bayer Leverkusen,Patrik Schick,MissedShots,OpenPlay,2022,2022-09-17 13:30:00,19398,Moussa Diaby,Pass
1,7,0.8469999694824218,0.5770000076293945,0.0812945216894149,Bayer Leverkusen,Patrik Schick,SavedShot,OpenPlay,2022,2022-09-17 13:30:00,19398,Piero Hincapié,Pass
2,7,0.7519999694824219,0.6220000076293946,0.0176306050270795,Bayer Leverkusen,Robert Andrich,MissedShots,OpenPlay,2022,2022-09-17 13:30:00,19398,Patrik Schick,Pass
3,11,0.7930000305175782,0.765,0.0132577866315841,Bayer Leverkusen,Piero Hincapié,MissedShots,OpenPlay,2022,2022-09-17 13:30:00,19398,Patrik Schick,HeadPass
4,21,0.906999969482422,0.5479999923706055,0.0971482172608375,Bayer Leverkusen,Piero Hincapié,SavedShot,FromCorner,2022,2022-09-17 13:30:00,19398,,None
5,24,0.7319999694824219,0.6090000152587891,0.0079448502510786,Bayer Leverkusen,Piero Hincapié,MissedShots,OpenPlay,2022,2022-09-17 13:30:00,19398,Callum Hudson-Odoi,Chipped
6,27,0.8919999694824219,0.424000015258789,0.0715034380555152,Bayer Leverkusen,Edmond Tapsoba,MissedShots,FromCorner,2022,2022-09-17 13:30:00,19398,Robert Andrich,Chipped
7,34,0.8959999847412109,0.345,0.0710508301854133,Bayer Leverkusen,Jeremie Frimpong,BlockedShot,OpenPlay,2022,2022-09-17 13:30:00,19398,Patrik Schick,Pass
8,34,0.905,0.4420000076293945,0.0585940405726432,Bayer Leverkusen,Robert Andrich,ShotOnPost,FromCorner,2022,2022-09-17 13:30:00,19398,Kerem Demirbay,Cross
9,37,0.8480000305175781,0.565,0.0769606456160545,Bayer Leverkusen,Moussa Diaby,SavedShot,OpenPlay,2022,2022-09-17 13:30:00,19398,Robert Andrich,Pass
10,38,0.919000015258789,0.4670000076293945,0.4769850671291351,Bayer Leverkusen,Jeremie Frimpong,MissedShots,OpenPlay,2022,2022-09-17 13:30:00,19398,,Rebound
11,41,0.9009999847412108,0.6509999847412109,0.0966576933860778,Bayer Leverkusen,Moussa Diaby,SavedShot,OpenPlay,2022,2022-09-17 13:30:00,19398,Jeremie Frimpong,TakeOn
12,56,0.8480000305175781,0.3320000076293945,0.048739593476057,Bayer Leverkusen,Kerem Demirbay,Goal,OpenPlay,2022,2022-09-17 13:30:00,19398,Odilon Kossounou,Pass
13,70,0.9130000305175782,0.649000015258789,0.3357652127742767,Bayer Leverkusen,Adam Hlozek,SavedShot,OpenPlay,2022,2022-09-17 13:30:00,19398,Piero Hincapié,Throughball
14,71,0.926999969482422,0.4470000076293945,0.0432827621698379,Bayer Leverkusen,Jonathan Tah,MissedShots,FromCorner,2022,2022-09-17 13:30:00,19398,Callum Hudson-Odoi,Aerial
15,73,0.87,0.34,0.0632235333323478,Bayer Leverkusen,Moussa Diaby,MissedShots,OpenPlay,2022,2022-09-17 13:30:00,19398,Jonathan Tah,BallRecovery
16,77,0.9209999847412108,0.5259999847412109,0.1038674414157867,Bayer Leverkusen,Edmond Tapsoba,MissedShots,FromCorner,2022,2022-09-17 13:30:00,19398,Adam Hlozek,Cross
17,87,0.9209999847412108,0.5409999847412109,0.0595170743763446,Bayer Leverkusen,Sardar Azmoun,ShotOnPost,SetPiece,2022,2022-09-17 13:30:00,19398,Odilon Kossounou,Aerial
18,97,0.899000015258789,0.4709999847412109,0.0944977328181266,Bayer Leverkusen,Patrik Schick,SavedShot,OpenPlay,2022,2022-09-17 13:30:00,19398,Edmond Tapsoba,Chipped
19,0,0.85,0.435,0.0920882374048233,Werder Bremen,Marvin Ducksch,SavedShot,OpenPlay,2022,2022-09-17 13:30:00,19398,Romano Schmid,Pass
20,9,0.8380000305175781,0.654000015258789,0.0414154827594757,Werder Bremen,Ilia Gruev,SavedShot,OpenPlay,2022,2022-09-17 13:30:00,19398,Anthony Jung,Pass
21,31,0.8440000152587891,0.7180000305175781,0.0293329209089279,Werder Bremen,Niclas Füllkrug,MissedShots,OpenPlay,2022,2022-09-17 13:30:00,19398,Marvin Ducksch,Pass
22,32,0.7559999847412109,0.5629999923706055,0.0866616815328598,Werder Bremen,Romano Schmid,BlockedShot,OpenPlay,2022,2022-09-17 13:30:00,19398,Christian Groß,TakeOn
23,39,0.919000015258789,0.63,0.1197463050484657,Werder Bremen,Marvin Ducksch,MissedShots,OpenPlay,2022,2022-09-17 13:30:00,19398,Niclas Füllkrug,Pass
24,40,0.92,0.3359999847412109,0.2600239813327789,Werder Bremen,Niclas Füllkrug,SavedShot,OpenPlay,2022,2022-09-17 13:30:00,19398,Mitchell Weiser,Pass
25,47,0.8190000152587891,0.5059999847412109,0.0651487186551094,Werder Bremen,Ilia Gruev,BlockedShot,OpenPlay,2022,2022-09-17 13:30:00,19398,Niclas Füllkrug,Pass
26,58,0.875,0.639000015258789,0.0674025490880012,Werder Bremen,Anthony Jung,BlockedShot,OpenPlay,2022,2022-09-17 13:30:00,19398,Marvin Ducksch,Pass
27,59,0.7280000305175781,0.6129999923706054,0.0178500860929489,Werder Bremen,Romano Schmid,BlockedShot,OpenPlay,2022,2022-09-17 13:30:00,19398,Marco Friedl,Pass
28,59,0.9309999847412108,0.4470000076293945,0.1065437346696853,Werder Bremen,Milos Veljkovic,MissedShots,FromCorner,2022,2022-09-17 13:30:00,19398,Marvin Ducksch,Cross
29,59,0.9440000152587892,0.539000015258789,0.0650987550616264,Werder Bremen,Niclas Füllkrug,MissedShots,FromCorner,2022,2022-09-17 13:30:00,19398,Milos Veljkovic,Rebound
30,63,0.710999984741211,0.5220000076293946,0.0162825286388397,Werder Bremen,Marco Friedl,BlockedShot,OpenPlay,2022,2022-09-17 13:30:00,19398,Mitchell Weiser,Pass
31,66,0.7340000152587891,0.66,0.0454024262726306,Werder Bremen,Marvin Ducksch,SavedShot,DirectFreekick,2022,2022-09-17 13:30:00,19398,,Standard
32,72,0.926999969482422,0.4909999847412109,0.058652076870203,Werder Bremen,Niclas Füllkrug,MissedShots,FromCorner,2022,2022-09-17 13:30:00,19398,Marvin Ducksch,Aerial
33,78,0.865999984741211,0.750999984741211,0.0246553886681795,Werder Bremen,Niclas Füllkrug,MissedShots,OpenPlay,2022,2022-09-17 13:30:00,19398,Mitchell Weiser,Chipped
34,81,0.94,0.4970000076293945,0.0819357484579086,Werder Bremen,Niclas Füllkrug,SavedShot,FromCorner,2022,2022-09-17 13:30:00,19398,,None
35,81,0.981999969482422,0.4409999847412109,0.6156188249588013,Werder Bremen,Milos Veljkovic,Goal,FromCorner,2022,2022-09-17 13:30:00,19398,,Rebound
36,85,0.8180000305175781,0.5270000076293946,0.0667124763131141,Werder Bremen,Niclas Füllkrug,SavedShot,OpenPlay,2022,2022-09-17 13:30:00,19398,Marvin Ducksch,Pass
37,95,0.9409999847412108,0.6569999694824219,0.2189850062131881,Werder Bremen,Oliver Burke,MissedShots,DirectFreekick,2022,2022-09-17 13:30:00,19398,,Standard
0,6,0.895,0.5770000076293945,0.0806715488433837,Bochum,Simon Zoller,BlockedShot,OpenPlay,2022,2022-08-21 15:30:00,19368,Kevin Stöger,Chipped
1,22,0.895,0.4029999923706054,0.3115471005439758,Bochum,Anthony Losilla,MissedShots,OpenPlay,2022,2022-08-21 15:30:00,19368,Philipp Hofmann,HeadPass
2,30,0.9130000305175782,0.5079999923706054,0.06409253180027,Bochum,Philipp Hofmann,SavedShot,OpenPlay,2022,2022-08-21 15:30:00,19368,Takuma Asano,Aerial
3,34,0.7330000305175781,0.4879999923706055,0.0139797814190387,Bochum,Philipp Förster,SavedShot,OpenPlay,2022,2022-08-21 15:30:00,19368,Kevin Stöger,Pass
4,37,0.7809999847412109,0.405,0.0251744519919157,Bochum,Takuma Asano,SavedShot,OpenPlay,2022,2022-08-21 15:30:00,19368,Philipp Hofmann,Pass
5,46,0.8490000152587891,0.1820000076293945,0.009801622480154,Bochum,Cristian Gamboa,MissedShots,OpenPlay,2022,2022-08-21 15:30:00,19368,,None
6,60,0.885,0.4120000076293945,0.0282628517597913,Bochum,Anthony Losilla,SavedShot,FromCorner,2022,2022-08-21 15:30:00,19368,Philipp Förster,Cross
7,68,0.1879999923706054,0.4009999847412109,0.0,Bochum,Cristian Gamboa,OwnGoal,OpenPlay,2022,2022-08-21 15:30:00,19368,,None
8,70,0.8630000305175781,0.6769999694824219,0.0399762131273746,Bochum,Gerrit Holtmann,SavedShot,FromCorner,2022,2022-08-21 15:30:00,19368,Kevin Stöger,Pass
9,71,0.8090000152587891,0.325,0.0240530669689178,Bochum,Kevin Stöger,MissedShots,OpenPlay,2022,2022-08-21 15:30:00,19368,Cristian Gamboa,TakeOn
10,74,0.9109999847412108,0.354000015258789,0.00828736461699,Bochum,Ivan Ordets,MissedShots,SetPiece,2022,2022-08-21 15:30:00,19368,Kevin Stöger,Aerial
11,77,0.9080000305175782,0.6090000152587891,0.0679024010896682,Bochum,Simon Zoller,SavedShot,OpenPlay,2022,2022-08-21 15:30:00,19368,,None
12,83,0.88,0.655,0.0599166452884674,Bochum,Gerrit Holtmann,SavedShot,OpenPlay,2022,2022-08-21 15:30:00,19368,,BallRecovery
13,84,0.874000015258789,0.5420000076293945,0.0139587754383683,Bochum,Erhan Masovic,MissedShots,FromCorner,2022,2022-08-21 15:30:00,19368,Gerrit Holtmann,Aerial
14,3,0.8490000152587891,0.3479999923706054,0.0503031462430954,Bayern Munich,Leroy Sané,Goal,OpenPlay,2022,2022-08-21 15:30:00,19368,Kingsley Coman,Pass
15,9,0.735,0.525,0.0241766534745693,Bayern Munich,Leroy Sané,SavedShot,OpenPlay,2022,2022-08-21 15:30:00,19368,Kingsley Coman,Pass
16,10,0.8819999694824219,0.4120000076293945,0.0964717268943786,Bayern Munich,Benjamin Pavard,MissedShots,OpenPlay,2022,2022-08-21 15:30:00,19368,Thomas Müller,HeadPass
17,15,0.775,0.414000015258789,0.0514526776969432,Bayern Munich,Thomas Müller,BlockedShot,OpenPlay,2022,2022-08-21 15:30:00,19368,Leroy Sané,TakeOn
18,16,0.73,0.2320000076293945,0.0186262261122465,Bayern Munich,Benjamin Pavard,BlockedShot,OpenPlay,2022,2022-08-21 15:30:00,19368,Joshua Kimmich,Pass
19,17,0.8630000305175781,0.3070000076293945,0.0183510482311248,Bayern Munich,Kingsley Coman,MissedShots,FromCorner,2022,2022-08-21 15:30:00,19368,,Aerial
20,19,0.924000015258789,0.674000015258789,0.0862576961517334,Bayern Munich,Leroy Sané,MissedShots,OpenPlay,2022,2022-08-21 15:30:00,19368,Thomas Müller,HeadPass
21,24,0.960999984741211,0.424000015258789,0.3047605752944946,Bayern Munich,Matthijs de Ligt,Goal,FromCorner,2022,2022-08-21 15:30:00,19368,Joshua Kimmich,Cross
22,28,0.7569999694824219,0.695,0.0201783496886491,Bayern Munich,Sadio Mané,SavedShot,OpenPlay,2022,2022-08-21 15:30:00,19368,Leroy Sané,Pass
23,32,0.953000030517578,0.4820000076293945,0.627105176448822,Bayern Munich,Thomas Müller,SavedShot,OpenPlay,2022,2022-08-21 15:30:00,19368,,None
24,32,0.9059999847412108,0.434000015258789,0.4679354727268219,Bayern Munich,Kingsley Coman,Goal,OpenPlay,2022,2022-08-21 15:30:00,19368,,Rebound
25,39,0.938000030517578,0.4059999847412109,0.322584718465805,Bayern Munich,Kingsley Coman,ShotOnPost,OpenPlay,2022,2022-08-21 15:30:00,19368,Joshua Kimmich,Chipped
26,41,0.8959999847412109,0.3570000076293945,0.4102396070957184,Bayern Munich,Sadio Mané,Goal,OpenPlay,2022,2022-08-21 15:30:00,19368,Kingsley Coman,Throughball
27,51,0.894000015258789,0.5120000076293946,0.1437358856201172,Bayern Munich,Joshua Kimmich,MissedShots,OpenPlay,2022,2022-08-21 15:30:00,19368,Leroy Sané,Pass
28,55,0.7730000305175782,0.3370000076293945,0.025666369125247,Bayern Munich,Kingsley Coman,MissedShots,OpenPlay,2022,2022-08-21 15:30:00,19368,Marcel Sabitzer,TakeOn
29,56,0.933000030517578,0.5790000152587891,0.5489744544029236,Bayern Munich,Leroy Sané,SavedShot,OpenPlay,2022,2022-08-21 15:30:00,19368,,None
30,59,0.885,0.5,0.75777667760849,Bayern Munich,Sadio Mané,Goal,Penalty,2022,2022-08-21 15:30:00,19368,,Standard
31,62,0.8219999694824218,0.3879999923706054,0.0705554038286209,Bayern Munich,Joshua Kimmich,SavedShot,OpenPlay,2022,2022-08-21 15:30:00,19368,Leroy Sané,Pass
32,66,0.779000015258789,0.2570000076293945,0.0497067533433437,Bayern Munich,Leroy Sané,MissedShots,DirectFreekick,2022,2022-08-21 15:30:00,19368,,Standard
33,75,0.8830000305175781,0.2839999961853027,0.0647101625800132,Bayern Munich,Serge Gnabry,Goal,OpenPlay,2022,2022-08-21 15:30:00,19368,Gabriel Vidovic,Pass
34,77,0.6909999847412109,0.6359999847412109,0.0206035003066062,Bayern Munich,Serge Gnabry,SavedShot,OpenPlay,2022,2022-08-21 15:30:00,19368,Joshua Kimmich,Pass
35,82,0.8440000152587891,0.3859999847412109,0.0944857895374298,Bayern Munich,Ryan Gravenberch,BlockedShot,OpenPlay,2022,2022-08-21 15:30:00,19368,Gabriel Vidovic,Pass
0,0,0.9,0.705,0.0516692325472831,Bayern Munich,Sadio Mané,BlockedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,Marcel Sabitzer,BallTouch
1,0,0.9440000152587892,0.5609999847412109,0.1156065836548805,Bayern Munich,Sadio Mané,SavedShot,FromCorner,2022,2022-08-27 16:30:00,19375,Joshua Kimmich,Cross
2,11,0.825,0.4620000076293945,0.0823386758565902,Bayern Munich,Joshua Kimmich,SavedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,Thomas Müller,LayOff
3,21,0.7390000152587891,0.4120000076293945,0.0197597574442625,Bayern Munich,Leroy Sané,BlockedShot,FromCorner,2022,2022-08-27 16:30:00,19375,Joshua Kimmich,Pass
4,21,0.88,0.2310000038146972,0.0354691781103611,Bayern Munich,Kingsley Coman,MissedShots,OpenPlay,2022,2022-08-27 16:30:00,19375,,TakeOn
5,24,0.705,0.5159999847412109,0.0137329315766692,Bayern Munich,Marcel Sabitzer,SavedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,Leroy Sané,Pass
6,29,0.8640000152587891,0.3270000076293945,0.0548131614923477,Bayern Munich,Leroy Sané,MissedShots,OpenPlay,2022,2022-08-27 16:30:00,19375,Thomas Müller,Pass
7,32,0.916999969482422,0.5990000152587891,0.1225385889410972,Bayern Munich,Leroy Sané,BlockedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,,TakeOn
8,37,0.8219999694824218,0.1469999980926513,0.0388024225831031,Bayern Munich,Leroy Sané,SavedShot,DirectFreekick,2022,2022-08-27 16:30:00,19375,,Standard
9,39,0.894000015258789,0.5159999847412109,0.0821893438696861,Bayern Munich,Sadio Mané,MissedShots,OpenPlay,2022,2022-08-27 16:30:00,19375,Benjamin Pavard,Cross
10,41,0.7859999847412109,0.639000015258789,0.031308215111494,Bayern Munich,Alphonso Davies,SavedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,Thomas Müller,BallRecovery
11,47,0.9619999694824218,0.4759999847412109,0.0961266979575157,Bayern Munich,Thomas Müller,SavedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,Kingsley Coman,Aerial
12,54,0.894000015258789,0.5870000076293945,0.0738921836018562,Bayern Munich,Sadio Mané,BlockedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,Leroy Sané,BallTouch
13,54,0.901999969482422,0.5940000152587891,0.0284860637038946,Bayern Munich,Benjamin Pavard,MissedShots,OpenPlay,2022,2022-08-27 16:30:00,19375,,Aerial
14,59,0.8540000152587891,0.6419999694824219,0.0501278676092624,Bayern Munich,Sadio Mané,SavedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,,Dispossessed
15,60,0.926999969482422,0.5459999847412109,0.5000290274620056,Bayern Munich,Sadio Mané,SavedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,Thomas Müller,Pass
16,60,0.950999984741211,0.5770000076293945,0.4897826910018921,Bayern Munich,Sadio Mané,SavedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,,Rebound
17,63,0.8680000305175781,0.4929999923706055,0.5383420586585999,Bayern Munich,Leroy Sané,SavedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,Benjamin Pavard,Throughball
18,67,0.750999984741211,0.3309999847412109,0.0175397880375385,Bayern Munich,Leroy Sané,SavedShot,SetPiece,2022,2022-08-27 16:30:00,19375,Joshua Kimmich,Pass
19,70,0.8859999847412109,0.6140000152587891,0.0781514421105384,Bayern Munich,Serge Gnabry,SavedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,Leroy Sané,Pass
20,70,0.9109999847412108,0.514000015258789,0.0976955816149711,Bayern Munich,Thomas Müller,SavedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,Benjamin Pavard,Cross
21,74,0.7390000152587891,0.3520000076293945,0.0171553194522857,Bayern Munich,Benjamin Pavard,SavedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,Alphonso Davies,Pass
22,76,0.850999984741211,0.6020000076293945,0.0504806153476238,Bayern Munich,Leroy Sané,BlockedShot,FromCorner,2022,2022-08-27 16:30:00,19375,,None
23,76,0.924000015258789,0.4859999847412109,0.3379399180412292,Bayern Munich,Jamal Musiala,SavedShot,FromCorner,2022,2022-08-27 16:30:00,19375,,Aerial
24,82,0.8669999694824219,0.4959999847412109,0.0961280837655067,Bayern Munich,Leroy Sané,Goal,OpenPlay,2022,2022-08-27 16:30:00,19375,Jamal Musiala,Pass
25,86,0.8580000305175781,0.64,0.0670936182141304,Bayern Munich,Alphonso Davies,SavedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,Jamal Musiala,Pass
26,86,0.7440000152587891,0.3160000038146973,0.0114225726574659,Bayern Munich,Benjamin Pavard,MissedShots,OpenPlay,2022,2022-08-27 16:30:00,19375,,Rebound
27,88,0.764000015258789,0.7030000305175781,0.0151991602033376,Bayern Munich,Serge Gnabry,SavedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,Alphonso Davies,Pass
28,90,0.855999984741211,0.409000015258789,0.0743647590279579,Bayern Munich,Matthijs de Ligt,SavedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,Serge Gnabry,BallRecovery
29,90,0.7319999694824219,0.3060000038146973,0.015162831172347,Bayern Munich,Benjamin Pavard,SavedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,Joshua Kimmich,Pass
30,93,0.8590000152587891,0.6120000076293945,0.0537122711539268,Bayern Munich,Jamal Musiala,MissedShots,FromCorner,2022,2022-08-27 16:30:00,19375,Alphonso Davies,Pass
31,95,0.8969999694824219,0.575999984741211,0.0311894919723272,Bayern Munich,Matthijs de Ligt,BlockedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,Kingsley Coman,Aerial
32,96,0.8059999847412109,0.3570000076293945,0.0312054865062236,Bayern Munich,Kingsley Coman,MissedShots,OpenPlay,2022,2022-08-27 16:30:00,19375,Joshua Kimmich,Chipped
33,42,0.89,0.55,0.390715628862381,Borussia M.Gladbach,Marcus Thuram,Goal,OpenPlay,2022,2022-08-27 16:30:00,19375,,None
34,59,0.8809999847412109,0.5640000152587891,0.0134770302101969,Borussia M.Gladbach,Ko Itakura,SavedShot,FromCorner,2022,2022-08-27 16:30:00,19375,Jonas Hofmann,Aerial
35,65,0.7180000305175781,0.485,0.0218815561383962,Borussia M.Gladbach,Florian Neuhaus,MissedShots,OpenPlay,2022,2022-08-27 16:30:00,19375,Marcus Thuram,Pass
36,85,0.889000015258789,0.285,0.0384849235415458,Borussia M.Gladbach,Patrick Herrmann,MissedShots,OpenPlay,2022,2022-08-27 16:30:00,19375,Marcus Thuram,Pass
37,89,0.8780000305175781,0.6329999923706054,0.0834975615143776,Borussia M.Gladbach,Marcus Thuram,SavedShot,OpenPlay,2022,2022-08-27 16:30:00,19375,Patrick Herrmann,Pass
0,11,0.9669999694824218,0.5329999923706055,0.0910416841506958,Eintracht Frankfurt,Tuta,ShotOnPost,FromCorner,2022,2022-08-05 18:30:00,19342,Filip Kostic,Aerial
1,11,0.745999984741211,0.4620000076293945,0.0237492434680461,Eintracht Frankfurt,Ansgar Knauff,MissedShots,FromCorner,2022,2022-08-05 18:30:00,19342,,Rebound
2,25,0.875999984741211,0.3970000076293945,0.2980797588825226,Eintracht Frankfurt,Jesper Lindstrom,MissedShots,OpenPlay,2022,2022-08-05 18:30:00,19342,,TakeOn
3,33,0.845,0.7419999694824219,0.0176219660788774,Eintracht Frankfurt,Filip Kostic,BlockedShot,OpenPlay,2022,2022-08-05 18:30:00,19342,,None
4,61,0.7680000305175781,0.265,0.0126974247395992,Eintracht Frankfurt,Ansgar Knauff,SavedShot,OpenPlay,2022,2022-08-05 18:30:00,19342,Kristijan Jakic,Pass
5,63,0.7909999847412109,0.355,0.2121708691120147,Eintracht Frankfurt,Randal Kolo Muani,Goal,OpenPlay,2022,2022-08-05 18:30:00,19342,,None
6,68,0.953000030517578,0.2960000038146972,0.0466999560594558,Eintracht Frankfurt,Ansgar Knauff,MissedShots,OpenPlay,2022,2022-08-05 18:30:00,19342,Mario Götze,Pass
7,76,0.8730000305175781,0.4490000152587891,0.0562775060534477,Eintracht Frankfurt,Randal Kolo Muani,MissedShots,OpenPlay,2022,2022-08-05 18:30:00,19342,Ansgar Knauff,Cross
8,1,0.8930000305175781,0.4570000076293945,0.0495192892849445,Bayern Munich,Sadio Mané,MissedShots,FromCorner,2022,2022-08-05 18:30:00,19342,Joshua Kimmich,Cross
9,4,0.720999984741211,0.225,0.0298612639307975,Bayern Munich,Joshua Kimmich,Goal,DirectFreekick,2022,2022-08-05 18:30:00,19342,,Standard
10,6,0.815,0.3920000076293945,0.0584637001156806,Bayern Munich,Serge Gnabry,BlockedShot,OpenPlay,2022,2022-08-05 18:30:00,19342,Jamal Musiala,Pass
11,7,0.7430000305175781,0.59,0.0278723631054162,Bayern Munich,Serge Gnabry,MissedShots,OpenPlay,2022,2022-08-05 18:30:00,19342,Jamal Musiala,Pass
12,8,0.89,0.4270000076293945,0.1277058124542236,Bayern Munich,Thomas Müller,BlockedShot,OpenPlay,2022,2022-08-05 18:30:00,19342,Dayotchanculle Upamecano,Pass
13,9,0.925,0.479000015258789,0.1038269847631454,Bayern Munich,Thomas Müller,BlockedShot,FromCorner,2022,2022-08-05 18:30:00,19342,Lucas Hernández,BallTouch
14,9,0.914000015258789,0.3859999847412109,0.0880438610911369,Bayern Munich,Benjamin Pavard,Goal,FromCorner,2022,2022-08-05 18:30:00,19342,,Rebound
15,14,0.9340000152587892,0.669000015258789,0.0751369819045066,Bayern Munich,Jamal Musiala,MissedShots,OpenPlay,2022,2022-08-05 18:30:00,19342,,None
16,15,0.936999969482422,0.6509999847412109,0.1197800487279892,Bayern Munich,Marcel Sabitzer,BlockedShot,OpenPlay,2022,2022-08-05 18:30:00,19342,Sadio Mané,Pass
